strain	Sample_ID	Sample_Source	Data_Source	date	Location	Region	Serotype	Sero_Geno	Lineage
DENV2/Dominican_Republic/2014-01-12/Yale-DN00323	190024	FL-DPH	Yale	2014-01-12	Dominican-Republic	Caribbean	2	2_III	2III_C
DENV2/Dominican_Republic/2022-03-31/Yale-DN00397	E-01	IMTSAG	Yale	2022-03-31	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
DENV2/Dominican_Republic/2022-03-31/Yale-DN00400	E-04	IMTSAG	Yale	2022-03-31	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
DENV2/Dominican_Republic/2022-04-04/Yale-DN00405	E-09	IMTSAG	Yale	2022-04-04	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
DENV2/Dominican_Republic/2022-04-08/Yale-DN00411	E-15	IMTSAG	Yale	2022-04-08	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
DENV2/Dominican_Republic/2022-04-08/Yale-DN00412	E-16	IMTSAG	Yale	2022-04-08	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
DENV2/Dominican_Republic/2022-04-08/Yale-DN00417	E-21	IMTSAG	Yale	2022-04-08	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
DENV2/Dominican_Republic/2022-04-13/Yale-DN00429	E-33	IMTSAG	Yale	2022-04-13	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
DENV2/Dominican_Republic/2022-05-11/Yale-DN00443	E-47	IMTSAG	Yale	2022-05-11	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
DENV2/Dominican_Republic/2022-05-11/Yale-DN00444	E-48	IMTSAG	Yale	2022-05-11	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
DENV2/Dominican_Republic/2022-05-11/Yale-DN00446	E-50	IMTSAG	Yale	2022-05-11	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
DENV2/Dominican_Republic/2022-05-20/Yale-DN00449	E-53	IMTSAG	Yale	2022-05-20	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
DENV2/Dominican_Republic/2022-05-20/Yale-DN00451	E-55	IMTSAG	Yale	2022-05-20	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
DENV2/Dominican_Republic/2022-09-03/Yale-DN01045	230214	FL-DPH	Yale	2022-09-03	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
FJ898451.1	DENV-2/DO/BID-V2955/2003	Henn_2009	NCBI	2003-XX-XX	Dominican-Republic	Caribbean	2	2_III	2III_C
OR654270.1	DENV-2/USA/FL-BPHL-0023/2023	FL-DPH	NCBI	2023-04-19	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
US/DB328/2022	220241	FL-DPH	CDC	2022-07-19	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
KY474308.1	TD-00048-S	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474309.1	RL-00065-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474310.1	TD-00080-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474311.1	TD-00079-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474312.1	TD-00082-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474313.1	00127-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474314.1	RL-00028-S	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474315.1	00147-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474316.1	00155-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474317.1	TD-00021-S	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474318.1	00145-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474319.1	TD-00094-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474320.1	TD-00093-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474321.1	TD-00057-P-2WK	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474322.1	TD-00016-S	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474323.1	TD-00036-S	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474324.1	00143-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474325.1	00137-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474326.1	TD-00078-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474327.1	00142-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474328.1	00173-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474329.1	00149-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474330.1	00104-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474331.1	00166-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474332.1	TD-00077-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474333.1	TD-00074-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
KY474334.1	00121-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	2	2_III	2III_D.3
MN462632.1	00221-P_12912-2015_04_10	Berry_2020	NCBI	2015-10-04	Ecuador	South-America	2	2_III	2III_D.3
MN462633.1	00240-P_12914-2015_05_07	Berry_2020	NCBI	2015-04-28	Ecuador	South-America	2	2_III	2III_D.3
MN462634.1	00234-P_12913-2015_04_28	Berry_2020	NCBI	2015-07-05	Ecuador	South-America	2	2_III	2III_D.3
MN462635.1	00255-P_12915-2015_05_19	Berry_2020	NCBI	2015-05-19	Ecuador	South-America	2	2_III	2III_D.3
MN462636.1	00265-P_12916-2015_05_27	Berry_2020	NCBI	2015-05-27	Ecuador	South-America	2	2_III	2III_D.3
MN462637.1	00280-P_12917-2015-06-23	Berry_2020	NCBI	2015-06-23	Ecuador	South-America	2	2_III	2III_D.3
MZ130522.1	17111591	Selhorst_2017	NCBI	2017-11-07	Egypt	Middle-East-NA	2	2_II	2II_F.1
MZ857218.1	KAJP21_DENV2_Eritrea_Eastern.Africa_2017	Alfsnes_2021	NCBI	2017-XX-XX	Eritrea	Sub-Saharan-Africa	2	2_II_related	2II_A.1
LC121816.1	D2/Hu/NIID01/2016	Tajima_2016	NCBI	2016-01-XX	Ethiopia	Sub-Saharan-Africa	2	2_II_related	2II_A.2.1
HM582099.1	D2/FJ/UH21/1971	Steel_2010	NCBI	1971-XX-XX	Fiji	Pacific	2	2_I	2I
HM582100.1	D2/FJ/UH40/1971	Steel_2010	NCBI	1971-XX-XX	Fiji	Pacific	2	2_I	2I
HM582101.1	D2/FJ/UH22/1971	Steel_2010	NCBI	1971-XX-XX	Fiji	Pacific	2	2_I	2I
DENV2/USA_Florida/2019-07-11/Yale-DN00529	200290	FL-DPH	Yale	2019-07-11	Florida(USA)	North-America	2	2_III	2III_D.1.1
DENV2/USA_Florida/2019-08-29/Yale-DN00611	200414	FL-DPH	Yale	2019-08-29	Florida(USA)	North-America	2	2_III	2III_D.1.2
DENV2/USA_Florida/2019-09-14/Yale-DN00648	200185	FL-DPH	Yale	2019-09-14	Florida(USA)	North-America	2	2_III	2III_D.1.2
DENV2/USA_Florida/2019-12-10/Yale-DN00682	200081	FL-DPH	Yale	2019-12-10	Florida(USA)	North-America	2	2_III	2III_C.2
KX702404.1	UF-1/Gainesville/2016	White_2016	NCBI	2016-05-22	Florida(USA)	North-America	2	2_III	2III_C
OQ445885.1	US/DB328/2022	Santiago_2022	NCBI	2022-07-19	Florida(USA)	North-America	2	2_III	2III_C.1.2
OQ445889.1	US/DB332/2022	Santiago_2022	NCBI	2022-07-27	Florida(USA)	North-America	2	2_III	2III_C.2
OQ445891.1	US/DB334/2022	Santiago_2022	NCBI	2022-09-06	Florida(USA)	North-America	2	2_III	2III_C.2
OQ445892.1	US/DB335/2022	Santiago_2022	NCBI	2022-09-27	Florida(USA)	North-America	2	2_III	2III_D.1.1
OQ445893.1	US/DB336/2022	Santiago_2022	NCBI	2022-09-27	Florida(USA)	North-America	2	2_III	2III_D.1.1
OR150743.1	DENV-2/USA/FL-BPHL-0001/2022	Schmedes_2022	NCBI	2022-09-26	Florida(USA)	North-America	2	2_III	2III_D.1.1
OR654284.1	DENV-2/USA/FL-BPHL-0038/2023	FL-DPH	NCBI	2023-07-03	Florida(USA)	North-America	2	2_II	2II_F.1.2
OR771183.1	DENV-2/USA/FL-BPHL-0114/2023	FL-DPH	NCBI	2023-09-12	Florida(USA)	North-America	2	2_II	2II_F.1.2
OR771188.1	DENV-2/USA/FL-BPHL-0119/2023	FL-DPH	NCBI	2023-09-26	Florida(USA)	North-America	2	2_II	2II_F.1.2
OR771189.1	DENV-2/USA/FL-BPHL-0120/2023	FL-DPH	NCBI	2023-09-26	Florida(USA)	North-America	2	2_II	2II_F.1
OR771193.1	DENV-2/USA/FL-BPHL-0124/2023	FL-DPH	NCBI	2023-09-30	Florida(USA)	North-America	2	2_II	2II_F.1
OR821944.1	DENV-2/USA/FL-BPHL-0146/2023	FL-DPH	NCBI	2023-09-26	Florida(USA)	North-America	2	2_II	2II_F.1.2
OR821946.1	DENV-2/USA/FL-BPHL-0148/2023	FL-DPH	NCBI	2023-09-28	Florida(USA)	North-America	2	2_II	2II_F.1.2
OR821962.1	DENV-2/USA/FL-BPHL-0164/2023	FL-DPH	NCBI	2023-10-11	Florida(USA)	North-America	2	2_II	2II_F.1
MF004385.1	Toulon_CNR_25679/2014	Baronti_2018	NCBI	2014-09-06	France	Europe	2	2_II	2II_D.3
MN720746.1	2014/FR/CNR_25865	Prat_2019	NCBI	2014-08-25	France	Europe	2	2_II_related	2II_A.1
EU920828.1	FGU-Feb-93	Dussart_2014	NCBI	1993-02-XX	French-Guiana	South-America	2	2_III	2III
EU920829.1	FGU-Jun-97	Dussart_2014	NCBI	1997-06-XX	French-Guiana	South-America	2	2_III	2III
EU920830.1	FGU-Fev-98	Dussart_2014	NCBI	1998-02-XX	French-Guiana	South-America	2	2_III	2III
EU920831.1	FGU-Aug-98	Dussart_2014	NCBI	1998-08-XX	French-Guiana	South-America	2	2_III	2III
EU920832.1	FGU-May-99	Dussart_2014	NCBI	1999-05-XX	French-Guiana	South-America	2	2_III	2III_C
EU920833.1	FGU-Jan-00	Dussart_2014	NCBI	2000-01-XX	French-Guiana	South-America	2	2_III	2III_C
EU920834.1	FGU-Dec-01	Dussart_2014	NCBI	2001-12-XX	French-Guiana	South-America	2	2_III	2III
EU920835.1	FGU-Apr-02	Dussart_2014	NCBI	2002-04-XX	French-Guiana	South-America	2	2_III	2III
EU920840.1	FGU-Oct-05	Dussart_2014	NCBI	2005-10-XX	French-Guiana	South-America	2	2_III	2III
EU920844.1	FGU-Jan1-06	Dussart_2014	NCBI	2006-01-XX	French-Guiana	South-America	2	2_III	2III_C
EU920845.1	FGU-Jan2-06	Dussart_2014	NCBI	2006-01-XX	French-Guiana	South-America	2	2_III	2III_C
EU920846.1	FGU-Mar-06	Dussart_2014	NCBI	2006-03-XX	French-Guiana	South-America	2	2_III	2III_C
EU920847.1	FGU-Apr1-06	Dussart_2014	NCBI	2006-04-XX	French-Guiana	South-America	2	2_III	2III_C
EU920848.1	FGU-Apr2-06	Dussart_2014	NCBI	2006-04-XX	French-Guiana	South-America	2	2_III	2III_C
HM582108.1	D2/PF/UH50/1972	Steel_2010	NCBI	1972-XX-XX	French-Polynesia	Pacific	2	2_I	2I
HM582109.1	D2/PF/UH57/1971	Steel_2010	NCBI	1971-XX-XX	French-Polynesia	Pacific	2	2_I	2I
HM582110.1	D2/PF/UH00/1973	Steel_2010	NCBI	1973-XX-XX	French-Polynesia	Pacific	2	2_I	2I
LC666718.1	F227/LEKMA/GH/2017	Hayashi_2021	NCBI	2017-XX-XX	Ghana	Sub-Saharan-Africa	2	2_II_related	2II_B
LC666719.1	F299/LEKMA/GH/2017 RNA	Hayashi_2021	NCBI	2017-XX-XX	Ghana	Sub-Saharan-Africa	2	2_II_related	2II_B
EU920849.1	GUA-Sep-06	Dussart_2014	NCBI	2006-09-XX	Guadeloupe	Caribbean	2	2_III	2III_C
EU920850.1	GUA-Oct-06	Dussart_2014	NCBI	2006-10-XX	Guadeloupe	Caribbean	2	2_III	2III_C
OR229958.1	2020-IPG6	Garcia-Van Smevoorde_2020	NCBI	2020-07-XX	Guadeloupe	Caribbean	2	2_II_related	2II_A.1
OR229959.1	2020-CHUG6	Garcia-Van Smevoorde_2020	NCBI	2020-09-XX	Guadeloupe	Caribbean	2	2_II_related	2II_A.1
OR229960.1	2020-IPG10	Garcia-Van Smevoorde_2020	NCBI	2020-10-XX	Guadeloupe	Caribbean	2	2_II_related	2II_A.1
OR229961.1	2019-CHUG1	Garcia-Van Smevoorde_2019	NCBI	2019-10-XX	Guadeloupe	Caribbean	2	2_II_related	2II_A.1
OR229962.1	2020-CHUG8	Garcia-Van Smevoorde_2020	NCBI	2020-10-XX	Guadeloupe	Caribbean	2	2_II_related	2II_A.1
OR229963.1	2020-CHUG4	Garcia-Van Smevoorde_2020	NCBI	2020-07-XX	Guadeloupe	Caribbean	2	2_II_related	2II_A.1
OR229964.1	2020-IPG7	Garcia-Van Smevoorde_2020	NCBI	2020-08-XX	Guadeloupe	Caribbean	2	2_II_related	2II_A.1
OR229965.1	2020-CHUG3	Garcia-Van Smevoorde_2020	NCBI	2020-01-XX	Guadeloupe	Caribbean	2	2_II_related	2II_A.1
OR229973.1	2019-IPG1	Garcia-Van Smevoorde_2020	NCBI	2019-09-XX	Guadeloupe	Caribbean	2	2_II_related	2II_A.1
OR229974.1	2019-CHUG2	Garcia-Van Smevoorde_2020	NCBI	2020-06-XX	Guadeloupe	Caribbean	2	2_II_related	2II_A.1
OR229975.1	2019-IPG14	Garcia-Van Smevoorde_2019	NCBI	2019-11-XX	Guadeloupe	Caribbean	2	2_II_related	2II_A.1
OR229976.1	2019-IPG2	Garcia-Van Smevoorde_2019	NCBI	2019-11-XX	Guadeloupe	Caribbean	2	2_II_related	2II_A.1
OR804009.1	DENV2_Fr23_MAR4258_complete_genome	Luciani_2023	NCBI	2023-04-XX	Guadeloupe	Caribbean	2	2_II	2II_F.1
HM488257.1	DENV-2/GU/BID-V2950/2001	Henn_2010	NCBI	2001-XX-XX	Guam	Pacific	2	2_II	2II_F
DENV2/Guatemala/2017-04-22/Yale-DN00050	190315	FL-DPH	Yale	2017-04-22	Guatemala	Central-America	2	2_III	2III_D.1.2
HQ999999.1	DENV-2/GU/FDA-GUA09/2009	Anez_2011	NCBI	2009-XX-XX	Guatemala	Central-America	2	2_III	2III_D.1.2
KU509267.1	DENV2-30	Shihada_2017	NCBI	2010-XX-XX	Guatemala	Central-America	2	2_III	2III_D
AP007	PM_33974	Ott_2021	Yale	1981-11-XX	Guinea	Sub-Saharan-Africa	2	2_VI	2VI
DH137	PM 33974	Ott_2022	Yale	1981-11-XX	Guinea	Sub-Saharan-Africa	2	2_VI	2VI
EF105378.1	PM33974	Vasilakis_2007	NCBI	1981-XX-XX	Guinea	Sub-Saharan-Africa	2	2_VI	2VI
JF260983.1	EEB-17	Franco_2011	NCBI	2009-XX-XX	Guinea-Bissau	Sub-Saharan-Africa	2	2_VI	2VI
MW946444.1	CAREC-00-08221	Katzelnick_2021	NCBI	2000-XX-XX	Guyana	South-America	2	2_III	2III_B
DENV2/Haiti/2015-10-28/Yale-DN00190	190130	FL-DPH	Yale	2015-10-28	Haiti	Caribbean	2	2_III	2III_C.1.2
KX702403.1	Haiti-1/2016	Iovine_2016	NCBI	2016-02-05	Haiti	Caribbean	2	2_III	2III_C
KY415992.1	Homo sapiens/Haiti-0078/2014	White_2017	NCBI	2014-06-11	Haiti	Caribbean	2	2_III	2III_C
DENV2/Honduras/2014-10-14/Yale-DN00183	190062	FL-DPH	Yale	2014-10-14	Honduras	Central-America	2	2_III	2III_D.1.2
DENV2/Honduras/2019-07-12/Yale-DN00369	19000294	FL-DPH	Yale	2019-07-12	Honduras	Central-America	2	2_III	2III_D.1.2
DENV2/Honduras/2019-08-02/Yale-DN00371	19000586	FL-DPH	Yale	2019-08-02	Honduras	Central-America	2	2_III	2III_D.1.2
DENV2/Honduras/2019-08-27/Yale-DN00373	19000679	FL-DPH	Yale	2019-08-27	Honduras	Central-America	2	2_III	2III_D.1.2
FJ898449.1	DENV-2/HN/BID-V2945/1984	Henn_2009	NCBI	1984-XX-XX	Honduras	Central-America	2	2_I	2I
DENV2/India/2017-09-08/Yale-DN00152	190033	FL-DPH	Yale	2017-09-08	India	South-Asia	2	2_II_related	2II_A.2.1
DENV2/India/2022-07-01/Yale-DN00704-1	220036	FL-DPH	Yale	2022-07-01	India	South-Asia	2	2_II	2II_F.1
DENV2/India/2022-08-19/Yale-DN01035	230522	FL-DPH	Yale	2022-08-19	India	South-Asia	2	2_II	2II_F.1
DH060	64412	Ott_2021	Yale	1963-XX-XX	India	South-Asia	2	2_I_related	2I
DH061	742295	Ott_2021	Yale	1974-XX-XX	India	South-Asia	2	2_II_related	2II_A
DH062	P_23085	Ott_2021	Yale	1959-XX-XX	India	South-Asia	2	2_I_related	2I
DH063	1988_India/TVP-2179	Ott_2021	Yale	1988-XX-XX	India	South-Asia	2	2_II_related	2II_A
DH064	673325/M-91215	Ott_2021	Yale	1967-XX-XX	India	South-Asia	2	2_I_related	2I
DQ448231.2	GWL18_INDI-01	Dash_2007	NCBI	2001-XX-XX	India	South-Asia	2	2_II_related	2II_A.1
FJ898454.1	DENV-2/IN/BID-V2961/2006	Henn_2009	NCBI	2006-XX-XX	India	South-Asia	2	2_II_related	2II_A.1
JQ922549.1	DENV-2/IND/969201/1996	Jayashri_2013	NCBI	1996-XX-XX	India	South-Asia	2	2_II_related	2II_A.1
JQ922550.1	DENV-2/IND/715394/1971	Jayashri_2013	NCBI	1971-XX-XX	India	South-Asia	2	2_I_related	2I
JQ922551.1	DENV-2/IND/053598/2005	Jayashri_2013	NCBI	2005-XX-XX	India	South-Asia	2	2_II_related	2II_A
JQ922552.1	DENV-2/IND/P23085/1960	Jayashri_2013	NCBI	1960-XX-XX	India	South-Asia	2	2_I_related	2I
JQ922553.1	DENV-2/IND/803347/1980	Jayashri_2013	NCBI	1980-XX-XX	India	South-Asia	2	2_I_related	2I
JQ955623.1	RR44	Dash_2014	NCBI	2009-XX-XX	India	South-Asia	2	2_II_related	2II_A.1
JQ955624.1	Od2112	Dash_2014	NCBI	2011-XX-XX	India	South-Asia	2	2_II_related	2II_A.1
JX475906.1	1392	Dash_2014	NCBI	2009-XX-XX	India	South-Asia	2	2_II_related	2II_A.2.1
KJ918750.1	P23085_INDI-60	Kar_2014	NCBI	1960-XX-XX	India	South-Asia	2	2_I_related	2I
KU509271.1	DENV2-2627	Shihada_2017	NCBI	2006-XX-XX	India	South-Asia	2	2_II_related	2II_A.1
KY427084.1	RGCB880/2010	Singh_2017	NCBI	2010-09-01	India	South-Asia	2	2_II_related	2II_A.2.2
KY427085.1	RGCB921/2011	Singh_2017	NCBI	2011-01-03	India	South-Asia	2	2_II_related	2II_A.1
LC367234.1	D2/Hu/India/NIID74/2009	Kuwata_2018	NCBI	2009-10-08	India	South-Asia	2	2_II_related	2II_A
MG560143.1	UoH_58620	Vaddadi_2018	NCBI	2014-XX-XX	India	South-Asia	2	2_II_related	2II_A
MG560144.1	UoH_583351	Vaddadi_2018	NCBI	2014-XX-XX	India	South-Asia	2	2_II_related	2II_A.2.1
MG592698.1	R1_J15	Pattabiraman_2019	NCBI	2016-XX-XX	India	South-Asia	2	2_II_related	2II_A.2.1
MG721054.1	R1_J17_DENV2	Pattabiraman_2019	NCBI	2016-XX-XX	India	South-Asia	2	2_II_related	2II_A.2.1
MG721055.1	R1_J22_DENV2	Pattabiraman_2019	NCBI	2016-XX-XX	India	South-Asia	2	2_II_related	2II_A.1
MG721056.1	R1_J30_DENV2	Pattabiraman_2019	NCBI	2016-XX-XX	India	South-Asia	2	2_II_related	2II_A
MG721057.1	R1_J36_DENV2	Pattabiraman_2019	NCBI	2016-XX-XX	India	South-Asia	2	2_II_related	2II_A.1
MG721058.1	R1_J45_DENV2	Pattabiraman_2019	NCBI	2016-XX-XX	India	South-Asia	2	2_II_related	2II_A.1
MG721062.1	R1_J46_DENV2	Pattabiraman_2019	NCBI	2016-XX-XX	India	South-Asia	2	2_II_related	2II_A.1
MH822939.1	T30_S70_DENV2	Kar_2018	NCBI	2012-11-08	India	South-Asia	2	2_II_related	2II_A.1
MH822940.1	T81_S78_DENV2	Kar_2018	NCBI	2014-XX-XX	India	South-Asia	2	2_II_related	2II_A.1
MH822941.1	T44_S74_DENV2	Kar_2018	NCBI	2013-08-30	India	South-Asia	2	2_II_related	2II_A.1
MH822942.1	T82_S79_DENV2	Kar_2018	NCBI	2014-09-22	India	South-Asia	2	2_II_related	2II_A.1
MH822943.1	T96_S84_DENV2	Kar_2018	NCBI	2014-11-07	India	South-Asia	2	2_II_related	2II_A.1
MH822944.1	T14_S63_DENV2	Kar_2018	NCBI	2012-10-08	India	South-Asia	2	2_II_related	2II_A.1
MH822945.1	T20_S67_DENV2	Kar_2018	NCBI	2012-10-19	India	South-Asia	2	2_II_related	2II_A.1
MH822946.1	T18_S65_DENV2	Kar_2018	NCBI	2012-10-19	India	South-Asia	2	2_II_related	2II_A.1
MH822947.1	T5_S62_DENV2	Kar_2018	NCBI	2012-09-24	India	South-Asia	2	2_II_related	2II_A.1
MH822948.1	T19_S66_DENV2	Kar_2018	NCBI	2012-XX-XX	India	South-Asia	2	2_II_related	2II_A.1
MH822949.1	T90_S83_DENV2	Kar_2018	NCBI	2014-10-28	India	South-Asia	2	2_II_related	2II_A.2.2
MH822950.1	T37_S71_DENV2	Kar_2018	NCBI	2013-08-19	India	South-Asia	2	2_II_related	2II_A.2.1
MH822951.1	T46_S75_DENV2	Kar_2018	NCBI	2013-09-04	India	South-Asia	2	2_II_related	2II_A.2.1
MH822952.1	T107_S90_DENV2	Kar_2018	NCBI	2014-09-16	India	South-Asia	2	2_II_related	2II_A.2.1
MH822953.1	T105_S88_DENV2	Kar_2018	NCBI	2015-09-09	India	South-Asia	2	2_II_related	2II_A.2.1
MH822954.1	T102_S87_DENV2	Kar_2018	NCBI	2015-08-31	India	South-Asia	2	2_II_related	2II_A.2.1
MH822955.1	T89_S82_DENV2	Kar_2018	NCBI	2014-10-25	India	South-Asia	2	2_II_related	2II_A.2.1
MH822956.1	T48_S76_DENV2	Kar_2018	NCBI	2013-09-09	India	South-Asia	2	2_II_related	2II_A.2.1
MH891768.1	MCVR2188AB/2016	Sabeena_2019	NCBI	2016-10-26	India	South-Asia	2	2_II_related	2II_A.1
MH891770.1	MCVR7291AD/2018	Sabeena_2019	NCBI	2018-04-23	India	South-Asia	2	2_II_related	2II_A.2.1
MH891772.1	MCVR1233AD/2017	Sabeena_2019	NCBI	2017-10-12	India	South-Asia	2	2_II_related	2II_A.1
MK858096.1	FT_T85_S81_R2	Pattabiraman_2020	NCBI	2014-XX-XX	India	South-Asia	2	2_II_related	2II_A.2.1
MK858097.2	FT_T40_S73_R2	Pattabiraman_2020	NCBI	2013-XX-XX	India	South-Asia	2	2_II_related	2II_A.1
MK858098.2	FT_J250_S45_R2	Pattabiraman_2020	NCBI	2016-08-31	India	South-Asia	2	2_II_related	2II_A.1
MK858099.1	FT_J221_S36_R2	Pattabiraman_2020	NCBI	2016-08-26	India	South-Asia	2	2_II_related	2II_A.2.1
MK858100.2	FT_J99_S16_R2	Pattabiraman_2020	NCBI	2016-08-10	India	South-Asia	2	2_II_related	2II_A.2.1
MK858101.1	FT_J93_S13_R2	Pattabiraman_2020	NCBI	2016-08-10	India	South-Asia	2	2_II_related	2II_A.1
MK858102.2	FT_DNS1_472_S32_R3	Pattabiraman_2020	NCBI	2016-10-13	India	South-Asia	2	2_II_related	2II_A.2.1
MK858103.1	FT_DNS1_469_S31_R3	Pattabiraman_2020	NCBI	2016-10-13	India	South-Asia	2	2_II_related	2II_A.1
MK858104.1	FT_DNS1_468_S30_R3	Pattabiraman_2020	NCBI	2016-10-05	India	South-Asia	2	2_II_related	2II_A.2.1
MK858105.2	FT_DNS1_467_S29_R3	Pattabiraman_2020	NCBI	2016-10-05	India	South-Asia	2	2_II_related	2II_A.1
MK858106.2	FT_DNS1_443_S19_R3	Pattabiraman_2020	NCBI	2016-10-20	India	South-Asia	2	2_II_related	2II_A.2.1
MK858107.1	FT_DNS1_440_S17_R3	Pattabiraman_2020	NCBI	2016-10-19	India	South-Asia	2	2_II_related	2II_A.1
MK858108.1	FT_DNS1_271_S12_R3	Pattabiraman_2020	NCBI	2016-10-05	India	South-Asia	2	2_II_related	2II_A.1
MK858109.2	FT_DNS1_251_S9_R3	Pattabiraman_2020	NCBI	2016-09-11	India	South-Asia	2	2_II_related	2II_A.2.1
MK858110.2	FT_DNS1_105_S5_R3	Pattabiraman_2020	NCBI	2016-09-08	India	South-Asia	2	2_II_related	2II_A.1
MK858111.1	FT_DNS1_101_S4_R3	Pattabiraman_2020	NCBI	2016-09-08	India	South-Asia	2	2_II_related	2II_A.1
MK858112.1	FT_AJ_27_S45_R3	Jagtap_2020	NCBI	2017-10-05	India	South-Asia	2	2_II_related	2II_A.1
MK858113.1	FT_AJ_13_S38_R3	Jagtap_2020	NCBI	2017-09-19	India	South-Asia	2	2_II_related	2II_A.2.1
MK858114.2	FT_AJ_06_S62_R3	Jagtap_2020	NCBI	2017-09-10	India	South-Asia	2	2_II_related	2II_A.1
MK858115.2	FT_AJ_04_S61_R3	Jagtap_2020	NCBI	2017-09-08	India	South-Asia	2	2_II_related	2II_A.1
MK858116.2	FT_AJ_03_S55_R3	Jagtap_2020	NCBI	2017-09-06	India	South-Asia	2	2_II_related	2II_A.2.1
MN253134.1	FT_MD_35_R4_DENV2_C_India	Jagtap_2020	NCBI	2017-10-30	India	South-Asia	2	2_II_related	2II_A.1
MW191698.1	S9	Tiraki_2021	NCBI	2016-07-XX	India	South-Asia	2	2_II_related	2II_A.1
MW191699.1	S15	Tiraki_2021	NCBI	2016-07-XX	India	South-Asia	2	2_II_related	2II_A.1
MW191700.1	5854	Tiraki_2021	NCBI	2017-07-XX	India	South-Asia	2	2_II_related	2II_A.1
MW191701.1	5366	Tiraki_2021	NCBI	2017-07-XX	India	South-Asia	2	2_II_related	2II_A.1
MW946478.1	POONA-742295	Katzelnick_2021	NCBI	1974-XX-XX	India	South-Asia	2	2_II_related	2II_A
MZ285058.1	dev1	Devaraj_2021	NCBI	2019-05-25	India	South-Asia	2	2_V	2V
