strain,Sample_ID,Sample_Source,Data_Source,date,Location,Region,Serotype,Sero_Geno,Lineage
OR167132.1,DENV-1/Brazil/MT-LACENGO-510500652/2023,Mendonca_2023,NCBI,2023-03-08,Brazil,South-America,1,1_V,1V_D.1
OR167133.1,DENV-1/Brazil/MT-LACENGO-510500825/2023,Mendonca_2023,NCBI,2023-03-09,Brazil,South-America,1,1_V,1V_D.1
OR167134.1,DENV-1/Brazil/MT-LACENGO-510500835/2023,Mendonca_2023,NCBI,2023-03-10,Brazil,South-America,1,1_V,1V_E
OR167135.1,DENV-1/Brazil/MT-LACENGO-510500938/2023,Mendonca_2023,NCBI,2023-03-13,Brazil,South-America,1,1_V,1V_D.1
OR167136.1,DENV-1/Brazil/MT-LACENGO-510500941/2023,Mendonca_2023,NCBI,2023-03-10,Brazil,South-America,1,1_V,1V_D.1
OR167137.1,DENV-1/Brazil/MT-LACENGO-510501707/2023,Mendonca_2023,NCBI,2023-03-20,Brazil,South-America,1,1_V,1V_D.1
OR167138.1,DENV-1/Brazil/MS-LACENGO-500732184/2023,Mendonca_2023,NCBI,2023-03-17,Brazil,South-America,1,1_V,1V_D.1
OR167139.1,DENV-1/Brazil/MT-LACENGO-510500124/2023,Mendonca_2023,NCBI,2023-03-01,Brazil,South-America,1,1_V,1V_D.1
OR167140.1,DENV-1/Brazil/MT-LACENGO-510500457/2023,Mendonca_2023,NCBI,2023-03-06,Brazil,South-America,1,1_V,1V_D.1
OR167141.1,DENV-1/Brazil/MT-LACENGO-510500654/2023,Mendonca_2023,NCBI,2023-03-08,Brazil,South-America,1,1_V,1V_E
OR167142.1,DENV-1/Brazil/MT-LACENGO-510501020/2023,Mendonca_2023,NCBI,2023-03-14,Brazil,South-America,1,1_V,1V_D.1
OR167143.1,DENV-1/Brazil/MT-LACENGO-510501721/2023,Mendonca_2023,NCBI,2023-03-20,Brazil,South-America,1,1_V,1V_E
OR167144.1,DENV-1/Brazil/GO-LACENGO-520395462/2023,Mendonca_2023,NCBI,2023-03-10,Brazil,South-America,1,1_V,1V_E
OR167145.1,DENV-1/Brazil/MS-LACENGO-500732197/2023,Mendonca_2023,NCBI,2023-03-16,Brazil,South-America,1,1_V,1V_D.1
OR167146.1,DENV-1/Brazil/GO-LACENGO-520392714/2023,Mendonca_2023,NCBI,2023-02-28,Brazil,South-America,1,1_V,1V_E
OR167147.1,DENV-1/Brazil/GO-LACENGO-520393314/2023,Mendonca_2023,NCBI,2023-03-02,Brazil,South-America,1,1_V,1V_E
OR167148.1,DENV-1/Brazil/GO-LACENGO-520393783/2023,Mendonca_2023,NCBI,2023-03-04,Brazil,South-America,1,1_V,1V_E
OR167149.1,DENV-1/Brazil/MS-LACENGO-500732559/2023,Mendonca_2023,NCBI,2023-03-16,Brazil,South-America,1,1_V,1V_D.1
OR167150.1,DENV-1/Brazil/GO-LACENGO-520393789/2023,Mendonca_2023,NCBI,2023-03-04,Brazil,South-America,1,1_V,1V_E
OR167151.1,DENV-1/Brazil/GO-LACENGO-520394969/2023,Mendonca_2023,NCBI,2023-03-08,Brazil,South-America,1,1_V,1V_E
OR167152.1,DENV-1/Brazil/GO-LACENGO-520395322/2023,Mendonca_2023,NCBI,2023-03-10,Brazil,South-America,1,1_V,1V_E
OR167153.1,DENV-1/Brazil/GO-LACENGO-520395343/2023,Mendonca_2023,NCBI,2023-03-09,Brazil,South-America,1,1_V,1V_E
OR167154.1,DENV-1/Brazil/MS-LACENGO-500731770/2023,Mendonca_2023,NCBI,2023-03-17,Brazil,South-America,1,1_V,1V_E
OR167155.1,DENV-1/Brazil/MT-LACENGO-510498853/2023,Mendonca_2023,NCBI,2023-02-08,Brazil,South-America,1,1_V,1V_D.1
OR167156.1,DENV-1/Brazil/MT-LACENGO-510499720/2023,Mendonca_2023,NCBI,2023-02-13,Brazil,South-America,1,1_V,1V_E
OR167157.1,DENV-1/Brazil/MT-LACENGO-510499726/2023,Mendonca_2023,NCBI,2023-02-17,Brazil,South-America,1,1_V,1V_E
OR167158.1,DENV-1/Brazil/GO-LACENGO-520396663/2023,Mendonca_2023,NCBI,2023-03-15,Brazil,South-America,1,1_V,1V_E
OR167159.1,DENV-1/Brazil/GO-LACENGO-520393908/2023,Mendonca_2023,NCBI,2023-03-06,Brazil,South-America,1,1_V,1V_E
OR167160.1,DENV-1/Brazil/GO-LACENGO-520393911/2023,Mendonca_2023,NCBI,2023-03-06,Brazil,South-America,1,1_V,1V_E
OR167161.1,DENV-1/Brazil/GO-LACENGO-520393916/2023,Mendonca_2023,NCBI,2023-03-06,Brazil,South-America,1,1_V,1V_E
OR167162.1,DENV-1/Brazil/MT-LACENGO-510498623/2023,Mendonca_2023,NCBI,2023-01-30,Brazil,South-America,1,1_V,1V_D.1
OR167163.1,DENV-1/Brazil/MT-LACENGO-510498480/2023,Mendonca_2023,NCBI,2023-02-02,Brazil,South-America,1,1_V,1V_D.1
OR167164.1,DENV-1/Brazil/MT-LACENGO-510498486/2023,Mendonca_2023,NCBI,2023-02-02,Brazil,South-America,1,1_V,1V_D.1
OR167165.1,DENV-1/Brazil/MT-LACENGO-510499402/2023,Mendonca_2023,NCBI,2023-02-17,Brazil,South-America,1,1_V,1V_D.1
OR167166.1,DENV-1/Brazil/MT-LACENGO-510500095/2023,Mendonca_2023,NCBI,2023-02-27,Brazil,South-America,1,1_V,1V_E
OR167167.1,DENV-1/Brazil/MT-LACENGO-510500099/2023,Mendonca_2023,NCBI,2023-02-27,Brazil,South-America,1,1_V,1V_E
OR167168.1,DENV-1/Brazil/MS-LACENGO-500732880/2023,Mendonca_2023,NCBI,2023-03-20,Brazil,South-America,1,1_V,1V_E
OR167169.1,DENV-1/Brazil/MS-LACENGO-500733505/2023,Mendonca_2023,NCBI,2023-03-20,Brazil,South-America,1,1_V,1V_E
OR167170.1,DENV-1/Brazil/MS-LACENGO-500734894/2023,Mendonca_2023,NCBI,2023-03-21,Brazil,South-America,1,1_V,1V_D.1
OR167171.1,DENV-1/Brazil/MS-LACENGO-500735134/2023,Mendonca_2023,NCBI,2023-03-21,Brazil,South-America,1,1_V,1V_E
OR167172.1,DENV-1/Brazil/MS-LACENGO-500734733/2023,Mendonca_2023,NCBI,2023-03-21,Brazil,South-America,1,1_V,1V_E
OR167173.1,DENV-1/Brazil/MS-LACENGO-500735327/2023,Mendonca_2023,NCBI,2023-03-22,Brazil,South-America,1,1_V,1V_D.1
OR167174.1,DENV-1/Brazil/MS-LACENGO-500733407/2023,Mendonca_2023,NCBI,2023-03-20,Brazil,South-America,1,1_V,1V_E
OR167175.1,DENV-1/Brazil/MS-LACENGO-500734685/2023,Mendonca_2023,NCBI,2023-03-22,Brazil,South-America,1,1_V,1V_D.1
OR167176.1,DENV-1/Brazil/MS-LACENGO-500732462/2023,Mendonca_2023,NCBI,2023-03-18,Brazil,South-America,1,1_V,1V_D.1
OR167177.1,DENV-1/Brazil/MS-LACENGO-500735458/2023,Mendonca_2023,NCBI,2023-03-22,Brazil,South-America,1,1_V,1V_D.1
OR167224.1,DENV-1/Brazil/DF-LACENGO-2183592303/2023,Mendonca_2023,NCBI,2023-05-08,Brazil,South-America,1,1_V,1V_E
OR167225.1,DENV-1/Brazil/DF-LACENGO-2184427506/2023,Mendonca_2023,NCBI,2023-05-08,Brazil,South-America,1,1_V,1V_E
OR167226.1,DENV-1/Brazil/DF-LACENGO-2168124602/2023,Mendonca_2023,NCBI,2023-04-04,Brazil,South-America,1,1_V,1V_E
OR167227.1,DENV-1/Brazil/DF-LACENGO-2169027904/2023,Mendonca_2023,NCBI,2023-04-06,Brazil,South-America,1,1_V,1V_E
OR167228.1,DENV-1/Brazil/DF-LACENGO-2174123902/2023,Mendonca_2023,NCBI,2023-04-17,Brazil,South-America,1,1_V,1V_E
OR167229.1,DENV-1/Brazil/DF-LACENGO-2178658204/2023,Mendonca_2023,NCBI,2023-04-26,Brazil,South-America,1,1_V,1V_E
OR167230.1,DENV-1/Brazil/DF-LACENGO-2183765103/2023,Mendonca_2023,NCBI,2023-05-08,Brazil,South-America,1,1_V,1V_E
OR167231.1,DENV-1/Brazil/DF-LACENGO-2183661102/2023,Mendonca_2023,NCBI,2023-05-08,Brazil,South-America,1,1_V,1V_E
OR167232.1,DENV-1/Brazil/DF-LACENGO-2183769704/2023,Mendonca_2023,NCBI,2023-05-08,Brazil,South-America,1,1_V,1V_E
OR167233.1,DENV-1/Brazil/DF-LACENGO-2183907404/2023,Mendonca_2023,NCBI,2023-05-08,Brazil,South-America,1,1_V,1V_E
OR167234.1,DENV-1/Brazil/MT-LACENGO-703/2023,Mendonca_2023,NCBI,2023-03-29,Brazil,South-America,1,1_V,1V_D.1
OR167235.1,DENV-1/Brazil/MT-LACENGO-717/2023,Mendonca_2023,NCBI,2023-03-30,Brazil,South-America,1,1_V,1V_D.1
OR167236.1,DENV-1/Brazil/MT-LACENGO-942/2023,Mendonca_2023,NCBI,2023-04-24,Brazil,South-America,1,1_V,1V_E
OR167237.1,DENV-1/Brazil/MT-LACENGO-1005/2023,Mendonca_2023,NCBI,2023-04-28,Brazil,South-America,1,1_V,1V_E
OR167238.1,DENV-1/Brazil/MT-LACENGO-1006/2023,Mendonca_2023,NCBI,2023-04-28,Brazil,South-America,1,1_V,1V_D.1
OR167239.1,DENV-1/Brazil/MT-LACENGO-1026/2023,Mendonca_2023,NCBI,2023-05-03,Brazil,South-America,1,1_V,1V_D.1
OR167240.1,DENV-1/Brazil/MS-LACENGO-500751306/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_E
OR167241.1,DENV-1/Brazil/MT-LACENGO-669/2023,Mendonca_2023,NCBI,2023-03-27,Brazil,South-America,1,1_V,1V_D.1
OR167242.1,DENV-1/Brazil/MT-LACENGO-965/2023,Mendonca_2023,NCBI,2023-04-24,Brazil,South-America,1,1_V,1V_E
OR167243.1,DENV-1/Brazil/MT-LACENGO-966/2023,Mendonca_2023,NCBI,2023-04-24,Brazil,South-America,1,1_V,1V_D.1
OR167244.1,DENV-1/Brazil/MT-LACENGO-1035/2023,Mendonca_2023,NCBI,2023-04-27,Brazil,South-America,1,1_V,1V_E
OR167245.1,DENV-1/Brazil/MT-LACENGO-1046/2023,Mendonca_2023,NCBI,2023-04-27,Brazil,South-America,1,1_V,1V_E
OR167246.1,DENV-1/Brazil/MT-LACENGO-1128/2023,Mendonca_2023,NCBI,2023-05-02,Brazil,South-America,1,1_V,1V_D.1
OR167247.1,DENV-1/Brazil/MT-LACENGO-1019/2023,Mendonca_2023,NCBI,2023-05-02,Brazil,South-America,1,1_V,1V_E
OR167248.1,DENV-1/Brazil/MT-LACENGO-1020/2023,Mendonca_2023,NCBI,2023-05-02,Brazil,South-America,1,1_V,1V_E
OR167249.1,DENV-1/Brazil/MT-LACENGO-1144/2023,Mendonca_2023,NCBI,2023-05-08,Brazil,South-America,1,1_V,1V_D.1
OR167250.1,DENV-1/Brazil/MT-LACENGO-1153/2023,Mendonca_2023,NCBI,2023-05-09,Brazil,South-America,1,1_V,1V_D.1
OR167251.1,DENV-1/Brazil/MT-LACENGO-1172/2023,Mendonca_2023,NCBI,2023-05-09,Brazil,South-America,1,1_V,1V_D.1
OR167252.1,DENV-1/Brazil/MT-LACENGO-1215/2023,Mendonca_2023,NCBI,2023-05-12,Brazil,South-America,1,1_V,1V_D.1
OR167253.1,DENV-1/Brazil/MT-LACENGO-1216/2023,Mendonca_2023,NCBI,2023-05-12,Brazil,South-America,1,1_V,1V_D.1
OR167254.1,DENV-1/Brazil/GO-LACENGO-520417845/2023,Mendonca_2023,NCBI,2023-05-27,Brazil,South-America,1,1_V,1V_E
OR167255.1,DENV-1/Brazil/GO-LACENGO-520399048/2023,Mendonca_2023,NCBI,2023-03-23,Brazil,South-America,1,1_V,1V_E
OR167256.1,DENV-1/Brazil/GO-LACENGO-520400182/2023,Mendonca_2023,NCBI,2023-03-28,Brazil,South-America,1,1_V,1V_E
OR167257.1,DENV-1/Brazil/GO-LACENGO-520405283/2023,Mendonca_2023,NCBI,2023-04-15,Brazil,South-America,1,1_V,1V_E
OR167258.1,DENV-1/Brazil/GO-LACENGO-520406357/2023,Mendonca_2023,NCBI,2023-04-18,Brazil,South-America,1,1_V,1V_E
OR167259.1,DENV-1/Brazil/GO-LACENGO-520413508/2023,Mendonca_2023,NCBI,2023-05-14,Brazil,South-America,1,1_V,1V_E
OR167260.1,DENV-1/Brazil/GO-LACENGO-520413514/2023,Mendonca_2023,NCBI,2023-05-14,Brazil,South-America,1,1_V,1V_E
OR167261.1,DENV-1/Brazil/GO-LACENGO-520416619/2023,Mendonca_2023,NCBI,2023-05-23,Brazil,South-America,1,1_V,1V_E
OR167262.1,DENV-1/Brazil/GO-LACENGO-520416782/2023,Mendonca_2023,NCBI,2023-05-23,Brazil,South-America,1,1_V,1V_E
OR167263.1,DENV-1/Brazil/GO-LACENGO-520417294/2023,Mendonca_2023,NCBI,2023-05-24,Brazil,South-America,1,1_V,1V_E
OR167264.1,DENV-1/Brazil/GO-LACENGO-520417526/2023,Mendonca_2023,NCBI,2023-05-24,Brazil,South-America,1,1_V,1V_E
OR167265.1,DENV-1/Brazil/GO-LACENGO-520419043/2023,Mendonca_2023,NCBI,2023-05-30,Brazil,South-America,1,1_V,1V_E
OR167266.1,DENV-1/Brazil/GO-LACENGO-520402450/2023,Mendonca_2023,NCBI,2023-04-04,Brazil,South-America,1,1_V,1V_E
OR167267.1,DENV-1/Brazil/MT-LACENGO-976/2023,Mendonca_2023,NCBI,2023-04-19,Brazil,South-America,1,1_V,1V_D.1
OR167268.1,DENV-1/Brazil/MT-LACENGO-682/2023,Mendonca_2023,NCBI,2023-03-27,Brazil,South-America,1,1_V,1V_E
OR167269.1,DENV-1/Brazil/MT-LACENGO-1161/2023,Mendonca_2023,NCBI,2023-05-05,Brazil,South-America,1,1_V,1V_E
OR167270.1,DENV-1/Brazil/MT-LACENGO-1168/2023,Mendonca_2023,NCBI,2023-05-08,Brazil,South-America,1,1_V,1V_E
OR167271.1,DENV-1/Brazil/GO-LACENGO-520411524/2023,Mendonca_2023,NCBI,2023-05-08,Brazil,South-America,1,1_V,1V_E
OR167272.1,DENV-1/Brazil/MS-LACENGO-500744233/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_D.1
OR167273.1,DENV-1/Brazil/MS-LACENGO-500745482/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_E
OR167274.1,DENV-1/Brazil/MS-LACENGO-500745333/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_D.1
OR167275.1,DENV-1/Brazil/MS-LACENGO-500744297/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_E
OR167276.1,DENV-1/Brazil/MS-LACENGO-500744056/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_D.1
OR167277.1,DENV-1/Brazil/MS-LACENGO-500744401/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_D.1
OR167278.1,DENV-1/Brazil/MS-LACENGO-500745677/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_E
OR167279.1,DENV-1/Brazil/MS-LACENGO-500744732/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_D.1
OR167280.1,DENV-1/Brazil/MS-LACENGO-500746003/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_D.1
OR167281.1,DENV-1/Brazil/MS-LACENGO-500744478/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_E
OR167282.1,DENV-1/Brazil/MS-LACENGO-500744254/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_D.1
OR167283.1,DENV-1/Brazil/MS-LACENGO-500743365/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_D.1
OR167284.1,DENV-1/Brazil/MS-LACENGO-500746077/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_D.1
OR167285.1,DENV-1/Brazil/MS-LACENGO-500744363/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_E
OR167286.1,DENV-1/Brazil/MS-LACENGO-500745085/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_E
OR167287.1,DENV-1/Brazil/MS-LACENGO-500745827/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_D.1
OR167288.1,DENV-1/Brazil/MS-LACENGO-500745575/2023,Mendonca_2023,NCBI,2023-07-15,Brazil,South-America,1,1_V,1V_E
OR167358.1,2.37E+11,Ribeiro_2023,NCBI,2023-02-09,Brazil,South-America,1,1_V,1V_D.1
OR167359.1,2.36E+11,Ribeiro_2023,NCBI,2023-02-08,Brazil,South-America,1,1_V,1V_D.1
OR167360.1,2.36E+11,Ribeiro_2023,NCBI,2023-01-31,Brazil,South-America,1,1_V,1V_D.1
OR167361.1,2.37E+11,Ribeiro_2023,NCBI,2023-03-07,Brazil,South-America,1,1_V,1V_D.1
OR167362.1,2.3E+11,Ribeiro_2023,NCBI,2023-03-01,Brazil,South-America,1,1_V,1V_D.1
OR167363.1,2.3E+11,Ribeiro_2023,NCBI,2023-02-24,Brazil,South-America,1,1_V,1V_E
OR167364.1,2.37E+11,Ribeiro_2023,NCBI,2023-02-16,Brazil,South-America,1,1_V,1V_D.1
OR167365.1,2.3E+11,Ribeiro_2023,NCBI,2023-04-05,Brazil,South-America,1,1_V,1V_D.1
OR167366.1,2.37E+11,Ribeiro_2023,NCBI,2023-02-06,Brazil,South-America,1,1_V,1V_D.1
OR167367.1,2.3E+11,Ribeiro_2023,NCBI,2023-04-08,Brazil,South-America,1,1_V,1V_D.1
OR167368.1,2.37E+11,Ribeiro_2023,NCBI,2023-02-27,Brazil,South-America,1,1_V,1V_D.1
OR167369.1,2.36E+11,Ribeiro_2023,NCBI,2023-02-15,Brazil,South-America,1,1_V,1V_D.1
OR167370.1,2.37E+11,Ribeiro_2023,NCBI,2023-02-08,Brazil,South-America,1,1_V,1V_E
OR167371.1,2.37E+11,Ribeiro_2023,NCBI,2023-02-20,Brazil,South-America,1,1_V,1V_D.1
OR167372.1,2.35E+11,Ribeiro_2023,NCBI,2023-02-01,Brazil,South-America,1,1_V,1V_D.1
OR167373.1,2.37E+11,Ribeiro_2023,NCBI,2023-03-08,Brazil,South-America,1,1_V,1V_D.1
OR167374.1,2.31E+11,Ribeiro_2023,NCBI,2023-02-24,Brazil,South-America,1,1_V,1V_E
OR167375.1,2.37E+11,Ribeiro_2023,NCBI,2023-01-28,Brazil,South-America,1,1_V,1V_D.1
OR167376.1,2.37E+11,Ribeiro_2023,NCBI,2023-02-19,Brazil,South-America,1,1_V,1V_D.1
OR167377.1,2.37E+11,Ribeiro_2023,NCBI,2023-03-07,Brazil,South-America,1,1_V,1V_D.1
OR167378.1,2.3E+11,Ribeiro_2023,NCBI,2023-02-19,Brazil,South-America,1,1_V,1V_D.1
OR258419.1,LACENMS_LIB1_18_20220330,Castilho De Arruda_2023,NCBI,2022-03-30,Brazil,South-America,1,1_V,1V_D.1
OR258502.1,LACENMS_LIB2_13_20220519,Castilho De Arruda_2023,NCBI,2022-05-19,Brazil,South-America,1,1_V,1V_D.1
OR258523.1,LACENMS_LIB2_34_20220412,Castilho De Arruda_2023,NCBI,2022-04-12,Brazil,South-America,1,1_V,1V_F
OR258525.1,LACENMS_LIB2_36_20220417,Castilho De Arruda_2023,NCBI,2022-04-17,Brazil,South-America,1,1_V,1V_E
OR389273.1,DENV1/Brazil/1986/Yale-DH008,Vogels_2023,Yale,1986-06-08,Brazil,South-America,1,1_V,1V
OR389274.1,DENV1/Brazil/1986/Yale-DH009,Vogels_2023,Yale,1986-06-08,Brazil,South-America,1,1_V,1V
OR518242.1,DENV-1/Brazil/TO-UFT-122956,Souza_2023,NCBI,2021-12-02,Brazil,South-America,1,1_V,1V_D.1
OR518247.1,DENV-1/TO-UFT-112972,Souza_2023,NCBI,2021-12-06,Brazil,South-America,1,1_V,1V_E
OR545522.1,A0410_DENV1_BR_ARA_2015,Souza_2024,NCBI,2015-03-XX,Brazil,South-America,1,1_V,1V_A
OR545527.1,A1751_DENV1_BR_ARA_2015,Souza_2024,NCBI,2015-05-XX,Brazil,South-America,1,1_V,1V_A
OR545533.1,A0177_DENV1_BR_ARA_2015,Souza_2024,NCBI,2015-03-XX,Brazil,South-America,1,1_V,1V_A
OR654269.1,DENV-1/USA/FL-BPHL-0022/2023,FL-DPH,NCBI,2023-04-11,Brazil,South-America,1,1_V,1V_E
OR654271.1,DENV-1/USA/FL-BPHL-0024/2023,FL-DPH,NCBI,2023-05-19,Brazil,South-America,1,1_V,1V_E
OR771117.1,DENV-1/USA/FL-BPHL-0048/2023,FL-DPH,NCBI,2023-03-08,Brazil,South-America,1,1_V,1V_E
OR771122.1,DENV-1/USA/FL-BPHL-0053/2023,FL-DPH,NCBI,2023-05-17,Brazil,South-America,1,1_V,1V_E
PP234946.1,317-06-270,Camprubi-Ferrer_2024,NCBI,2019-07-01,Brazil,South-America,1,1_V,1V_B
PP234964.1,409-ITM-084,Camprubi-Ferrer_2024,NCBI,2019-07-01,Brazil,South-America,1,1_III,1III_A
PP709307.1,DENV-1/USA/FL-BPHL-0218/2023,FL-DPH,NCBI,2023-11-28,Brazil,South-America,1,1_V,1V_E
GQ868601.1,DENV-1/VG/BID-V2937/1985,Henn_2009,NCBI,1985-XX-XX,British-Virgin-Islands,Caribbean,1,1_V,1V_A
EU179860.1,DS06-210505,Osman_2007,NCBI,2005-XX-XX,Brunei,Southeast-Asia,1,1_III_related,1III_A
EU179861.1,DS212-110306,Osman_2007,NCBI,2006-XX-XX,Brunei,Southeast-Asia,1,1_IV,1IV_B
KR919820.1,Brun2014,Pyke_2016,NCBI,2014-XX-XX,Brunei,Southeast-Asia,1,1_unassigned,Unassigned
MT261951.1,IP121,Letizia_2020,NCBI,2017-10-23,Burkina-Faso,Sub-Saharan-Africa,1,1_III_related,1III_A
MT261952.1,IP159,Letizia_2020,NCBI,2017-11-09,Burkina-Faso,Sub-Saharan-Africa,1,1_III_related,1III_A
MT261953.1,IP242,Letizia_2020,NCBI,2017-10-09,Burkina-Faso,Sub-Saharan-Africa,1,1_III_related,1III_A
MT261955.1,IP387,Letizia_2020,NCBI,2017-12-12,Burkina-Faso,Sub-Saharan-Africa,1,1_III_related,1III_A
MW243050.1,2017/BF/CNR46141,Fourie_2020,NCBI,2017-10-30,Burkina-Faso,Sub-Saharan-Africa,1,1_III_related,1III_A
AF309641.1,Cambodia,Tolou_2001,NCBI,1998-XX-XX,Cambodia,Southeast-Asia,1,1_I,1I
FJ639670.1,DENV-1/KH/BID-V1979/2001,Henn_2009,NCBI,2001-XX-XX,Cambodia,Southeast-Asia,1,1_I,1I_K
GQ868618.1,DENV-1/KH/BID-V1990/2003,Henn_2009,NCBI,2003-XX-XX,Cambodia,Southeast-Asia,1,1_I,1I_G
GQ868636.1,DENV-1/IPC/BID-V3916/2008,Henn_2009,NCBI,2008-XX-XX,Cambodia,Southeast-Asia,1,1_I,1I_C
GU131923.1,DENV-1/IPC/BID-V3918/2005,Henn_2009,NCBI,2005-XX-XX,Cambodia,Southeast-Asia,1,1_I,1I_E
HM181939.1,DENV-1/KH/BID-V4237/2006,Henn_2010,NCBI,2006-XX-XX,Cambodia,Southeast-Asia,1,1_I,1I_G
HM181952.1,DENV-1/KH/BID-V4253/2007,Henn_2010,NCBI,2007-XX-XX,Cambodia,Southeast-Asia,1,1_I,1I_H.2
JQ287664.1,DENV-1/KH/BID-V1998/2004,Henn_2012,NCBI,2004-XX-XX,Cambodia,Southeast-Asia,1,1_I,1I_D
MW265665.1,a0808712/KHM2016,O'Connor_2021,NCBI,2016-08-07,Cambodia,Southeast-Asia,1,1_I,1I_E
MW265668.1,V0525321/KHM2011,O'Connor_2021,NCBI,2011-05-23,Cambodia,Southeast-Asia,1,1_I,1I_E
MW265670.1,W0121303/KHM2012,O'Connor_2021,NCBI,2012-01-19,Cambodia,Southeast-Asia,1,1_I,1I_E
MW265672.1,X0129312/KHM2013,O'Connor_2021,NCBI,2013-01-28,Cambodia,Southeast-Asia,1,1_I,1I_E
MW265674.1,Y0702306/KHM2014,O'Connor_2021,NCBI,2014-06-25,Cambodia,Southeast-Asia,1,1_I,1I_E
MW265678.1,Z0928671/KHM2015,O'Connor_2021,NCBI,2015-09-28,Cambodia,Southeast-Asia,1,1_I,1I_E
OK159957.1,RR031_030_SERa_30981_reads_nh,Bohl_2021,NCBI,2019-07-XX,Cambodia,Southeast-Asia,1,1_I,1I_K.1
OK159961.1,109-0230_L001_56781_reads_nh,Bohl_2021,NCBI,2020-02-XX,Cambodia,Southeast-Asia,1,1_I,1I_E.1
OM281574.1,066/SH/2018,Wang_2022,NCBI,2018-12-XX,Cambodia,Southeast-Asia,1,1_I,1I_E.1
PP470672.1,DENS-OB-068,Oum_2024,NCBI,2021-05-29,Cambodia,Southeast-Asia,1,1_I,1I_K.1
OQ593389.1,17V-05661,Agbodzi_2023,NCBI,2017-06-21,Cameroon,Sub-Saharan-Africa,1,1_unassigned,1VI_B
OQ593393.1,18V-03504,Agbodzi_2023,NCBI,2018-06-30,Cameroon,Sub-Saharan-Africa,1,1_unassigned,1VI_B
Chad_Dengue_Sample03_v2/ARTIC/medaka,NC_001477.1,Joseph,Joseph,2023-10-01,Chad,Sub-Saharan-Africa,1,1_unassigned,1III_A
AF350498.1,GZ/80,Li_2001,NCBI,1980-XX-XX,China,East-Asia,1,1_I,1I_B
AY835999.4,ZJ01/2004,Lu_2004,NCBI,2004-XX-XX,China,East-Asia,1,1_I,1I_H
FJ196841.1,GD54/03,Wu_2011,NCBI,2003-XX-XX,China,East-Asia,1,1_IV,1IV_C
FJ196845.1,GD03/91,Wu_2011,NCBI,1991-XX-XX,China,East-Asia,1,1_IV,1IV_B
FJ196846.1,GD95/95,Wu_2011,NCBI,1995-XX-XX,China,East-Asia,1,1_IV,1IV_A
FJ196847.1,GD01/97,Wu_2011,NCBI,1997-XX-XX,China,East-Asia,1,1_I_related,1I_A
FJ196848.1,GD99/99,Wu_2011,NCBI,1999-XX-XX,China,East-Asia,1,1_I,1I_F
JN205310.1,GZ2002,Fang_2011,NCBI,2002-09-XX,China,East-Asia,1,1_IV,1IV_C
KJ933413.1,Su1,Wang_2014,NCBI,2012-04-24,China,East-Asia,1,1_IV,1IV_B.1
KT827366.1,GZ/5700/D1/2007,Bai_2017,NCBI,2007-XX-XX,China,East-Asia,1,1_IV,1IV_C
KT827367.1,GZ/12375/D1/2010,Bai_2017,NCBI,2010-XX-XX,China,East-Asia,1,1_IV,1IV_B.1
KT827369.1,GZ/8513/D1/2011,Bai_2017,NCBI,2011-XX-XX,China,East-Asia,1,1_I,1I_G
MN018318.1,D16061,Wu_2020,NCBI,2016-09-06,China,East-Asia,1,1_IV,1IV_B.1
MN567696.1,SDJN226,Ding_2021,NCBI,2017-08-26,China,East-Asia,1,1_III_related,1III_A
MN886920.1,GZ8H/2019135/2006/I,Hong_2020,NCBI,2006-12-30,China,East-Asia,1,1_I,1I_E
MN923105.1,19XN21528,Su_2020,NCBI,2019-08-26,China,East-Asia,1,1_IV,1IV_B.1
MN933653.1,2013XN27862,Su_2020,NCBI,2013-10-22,China,East-Asia,1,1_III_related,1III_A
MN933656.1,2014XN33462,Su_2020,NCBI,2014-09-23,China,East-Asia,1,1_I,1I_J
MW261826.1,GZ8H/2019144/2019/I,Zhao_2021,NCBI,2019-11-30,China,East-Asia,1,1_I,1I_K.1
