strain	Sample_ID	Sample_Source	Data_Source	date	Location	Region	Serotype	Sero_Geno	Lineage
OP895706.1	THSTI-TRC-DENV4-03	Agrawal_2022	NCBI	2018-XX-XX	India	South-Asia	4	4_I	4I_B.1
OP984198.1	THSTI-TRC-DENV4-06	Maurya_2022	NCBI	2018-XX-XX	India	South-Asia	4	4_I	4I_B.1
OR389347.1	DENV4/India/1961/Yale-DH115	Vogels_2023	Yale	1961-05-14	India	South-Asia	4	4_II	4II_B
OR389348.1	DENV4/India/1961/Yale-DH116	Vogels_2023	Yale	1961-05-14	India	South-Asia	4	4_unassigned	4I
AY858049.1	SW36i	Suwandono_2005	NCBI	2004-XX-XX	Indonesia	Southeast-Asia	4	4_II_related	4II_A
AY858050.1	SW38i	Suwandono_2005	NCBI	2004-XX-XX	Indonesia	Southeast-Asia	4	4_II_related	4II_A
DH118	JKT_84-759	Ott_2021	Yale	1984-XX-XX	Indonesia	Southeast-Asia	4	4_I_related	4I
DH119	JKT_85-934	Ott_2021	Yale	1985-XX-XX	Indonesia	Southeast-Asia	4	4_II	4II_B
KC762694.1	MKS-0033	Sasmono_2015	NCBI	2007-05-30	Indonesia	Southeast-Asia	4	4_II_related	4II_A.2
KC762695.1	MKS-0070	Sasmono_2015	NCBI	2007-07-09	Indonesia	Southeast-Asia	4	4_II_related	4II_A
KC762696.1	MKS-0252	Sasmono_2015	NCBI	2007-08-13	Indonesia	Southeast-Asia	4	4_II_related	4II_A.2
KC762697.1	MKS-0706	Sasmono_2015	NCBI	2007-12-11	Indonesia	Southeast-Asia	4	4_II_related	4II_A
KC762698.1	MKS-2007	Sasmono_2015	NCBI	2008-04-30	Indonesia	Southeast-Asia	4	4_II_related	4II_A.2
KC762699.1	MKS-2139	Sasmono_2015	NCBI	2008-03-28	Indonesia	Southeast-Asia	4	4_II_related	4II_A.2
KU509288.1	DENV4-61120	Shihada_2017	NCBI	2010-XX-XX	Indonesia	Southeast-Asia	4	4_II_related	4II_A
KU523872.1	ID-CN27-15	Wang_2016	NCBI	2015-04-08	Indonesia	Southeast-Asia	4	4_II_related	4II_A
MH823210.1	JMB-006	Yohan_2019	NCBI	2014-XX-XX	Indonesia	Southeast-Asia	4	4_II_related	4II_A
MW945636.1	M30153-AC36	Katzelnick_2021	NCBI	1973-XX-XX	Indonesia	Southeast-Asia	4	4_II_related	4II_A
OK605767.1	DENV4-1_1229	Tamura_2022	NCBI	1976-XX-XX	Indonesia	Southeast-Asia	4	4_II	4II_B
OL314735.1	JBB-004	Wardhani_2022	NCBI	2019-05-21	Indonesia	Southeast-Asia	4	4_II_related	4II_A.1
OL314736.1	JBB-007	Wardhani_2022	NCBI	2019-05-21	Indonesia	Southeast-Asia	4	4_II_related	4II_A
OL314737.1	JBB-008	Wardhani_2022	NCBI	2019-05-23	Indonesia	Southeast-Asia	4	4_II_related	4II_A.1
OL314738.1	JBB-023	Wardhani_2022	NCBI	2019-05-26	Indonesia	Southeast-Asia	4	4_II_related	4II_A.1
OL314739.1	JBB-024	Wardhani_2022	NCBI	2019-05-26	Indonesia	Southeast-Asia	4	4_II_related	4II_A.1
OL314740.1	JBB-037	Wardhani_2022	NCBI	2019-05-30	Indonesia	Southeast-Asia	4	4_II_related	4II_A
OL314741.1	JBB-042	Wardhani_2022	NCBI	2019-06-20	Indonesia	Southeast-Asia	4	4_II_related	4II_A.1
OL314742.1	JBB-044	Wardhani_2022	NCBI	2019-06-25	Indonesia	Southeast-Asia	4	4_II_related	4II_A
OL314743.1	JBB-045	Wardhani_2022	NCBI	2019-06-24	Indonesia	Southeast-Asia	4	4_II_related	4II_A.1
OL314744.1	JBB-049	Wardhani_2022	NCBI	2019-06-26	Indonesia	Southeast-Asia	4	4_II_related	4II_A.1
OL314745.1	JBB-050	Wardhani_2022	NCBI	2019-06-28	Indonesia	Southeast-Asia	4	4_II_related	4II_A.1
OL314746.1	JBB-051	Wardhani_2022	NCBI	2019-06-28	Indonesia	Southeast-Asia	4	4_II_related	4II_A
OL314747.1	JBB-055	Wardhani_2022	NCBI	2019-07-06	Indonesia	Southeast-Asia	4	4_II_related	4II_A.1
DENV4/Jamaica/2016-03-21/Yale-DN00067	190339	FL-DPH	Yale	2016-03-21	Jamaica	Caribbean	4	4_II_related	4II_A
MT076955.1	KFA236	Shah_2020	NCBI	2015-02-XX	Kenya	Sub-Saharan-Africa	4	4_II	4II_B
OK469359.1	S-49383	Stica_2022	NCBI	1980-XX-XX	Kiribati	Pacific	4	4_II	4II_B
KY849762.1	SV296	Castonguay-Vanier_2018	NCBI	2009-07-13	Laos	Southeast-Asia	4	4_I	4I_A.2
AP008	P_7-1006	Ott_2021	Yale	1969-XX-XX	Malaysia	Southeast-Asia	4	4_I	4I
AP009	P_73-1120	Ott_2021	Yale	1973-XX-XX	Malaysia	Southeast-Asia	4	4_IV	4IV
AP010	P_75-215	Ott_2021	Yale	1975-XX-XX	Malaysia	Southeast-Asia	4	4_IV	4IV
AP011	P_75-514/P_75-54	Ott_2021	Yale	1975-XX-XX	Malaysia	Southeast-Asia	4	4_IV	4IV
AP012	P_9-592	Ott_2021	Yale	1971-05-17	Malaysia	Southeast-Asia	4	4_I	4I
DH138	P73-1120	Ott_2021	Yale	1973-XX-XX	Malaysia	Southeast-Asia	4	4_IV	4IV
DH139	P_75-215	Ott_2021	Yale	1975-XX-XX	Malaysia	Southeast-Asia	4	4_IV	4IV
DH140	P_75-514/P_75-54	Ott_2021	Yale	1975-XX-XX	Malaysia	Southeast-Asia	4	4_IV	4IV
EF457906.1	P75-215	Vasilakis_2007	NCBI	1975-XX-XX	Malaysia	Southeast-Asia	4	4_IV	4IV
JF262779.1	P75-514	Rossi_2012	NCBI	1975-XX-XX	Malaysia	Southeast-Asia	4	4_IV	4IV
JF262780.1	P73-1120	Rossi_2012	NCBI	1973-XX-XX	Malaysia	Southeast-Asia	4	4_IV	4IV
MH051734.1	MS12006482	Idris_2020	NCBI	2014-12-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A
MH888334.1	CNR_16861	Touret_2019	NCBI	2013-01-04	Malaysia	Southeast-Asia	4	4_II_related	4II_A
MW945552.1	P73-1120	Katzelnick_2021	NCBI	1973-XX-XX	Malaysia	Southeast-Asia	4	4_IV	4IV
MZ215848.1	DKE-121	Mayer_2022	NCBI	2007-05-21	Malaysia	Southeast-Asia	4	4_IV_related	Unassigned
ON891131.1	21XN04403_D4_MYS	Su_2022	NCBI	2021-01-08	Malaysia	Southeast-Asia	4	4_II_related	4II_A
ON907584.1	21XN04403_D4_MYS	Su_2022	NCBI	2021-01-08	Malaysia	Southeast-Asia	4	4_II_related	4II_A
ON908239.1	21XN04403	Su_2022	NCBI	2021-01-08	Malaysia	Southeast-Asia	4	4_II_related	4II_A
OP600478.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2020-08-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A.1
OP600495.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2020-09-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A
OP600496.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2021-09-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A.1
OP600497.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2020-05-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A
OP600498.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2021-11-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A
OP600499.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2022-06-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A
OP600506.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2020-07-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A.1
OP600507.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2020-10-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A.1
OP600508.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2021-11-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A
OP600509.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2022-07-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A.1
OP600510.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2022-07-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A
OP600511.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2022-07-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A
OP600512.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2022-07-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A
OP604360.1	DENV-4 genotype IIa	Suppiah_2022	NCBI	2022-07-XX	Malaysia	Southeast-Asia	4	4_II_related	4II_A
OM417337.1	3000	Wong-Arambula_2022	NCBI	2010-11-04	Mexico	North-America	4	4_II	4II_B
OM417338.1	3065	Wong-Arambula_2022	NCBI	2010-10-27	Mexico	North-America	4	4_II	4II_B
OM417339.1	1411	Wong-Arambula_2022	NCBI	2011-10-10	Mexico	North-America	4	4_II	4II_B
OM417342.1	668	Wong-Arambula_2022	NCBI	2021-10-14	Mexico	North-America	4	4_II	4II_B
DH170_AMPL	81087	Ott_2021	Yale	2008-XX-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW788988.1	YCH_60_17consensus	Soe_2021	NCBI	2017-06-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW788989.1	YCH_117_17consensus	Soe_2021	NCBI	2017-06-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW788990.1	YCH_155_17consensus	Soe_2021	NCBI	2017-07-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW788991.1	YCH_335_17consensus	Soe_2021	NCBI	2017-08-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW788992.1	YCH_363_17consensus	Soe_2021	NCBI	2017-08-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW788993.1	YGH_9_17consensus	Soe_2021	NCBI	2017-06-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW788994.1	YGH_16_17consensus	Soe_2021	NCBI	2017-06-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW788995.1	YGH_20_17consensus	Soe_2021	NCBI	2017-06-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW788996.1	YGH_22_17_consensus	Soe_2022	NCBI	2017-06-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW788997.1	YGH_31_17consensus	Soe_2022	NCBI	2017-07-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW788998.1	YGH_16_18consensus	Soe_2022	NCBI	2018-05-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW788999.1	YGH_28_18_consensus	Soe_2022	NCBI	2018-05-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW789000.1	YCH_D4_5_18consensus	Soe_2021	NCBI	2018-07-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW789001.1	YCH_D4_10_18consensus	Soe_2021	NCBI	2018-11-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW789002.1	YCH_D4_4_18consensus	Soe_2021	NCBI	2018-07-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW789003.1	YCH_D4_3_18consensus	Soe_2021	NCBI	2018-07-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW789004.1	YGH_D4_11_18consensus	Soe_2021	NCBI	2018-07-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW789005.1	YCH_D4_2_18consensus	Soe_2021	NCBI	2018-07-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW789006.1	YCH_D4_8_18consensus	Soe_2021	NCBI	2018-07-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW789007.1	YCH_D4_9_18consensus	Soe_2021	NCBI	2018-10-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
MW945664.1	81087	Katzelnick_2021	NCBI	2008-XX-XX	Myanmar	Southeast-Asia	4	4_I	4I_A.3
OK469358.1	S-40946	Stica_2022	NCBI	1976-XX-XX	Myanmar	Southeast-Asia	4	4_I	4I_A
ON891118.1	19XN01404_D4_MMR	Su_2022	NCBI	2019-01-21	Myanmar	Southeast-Asia	4	4_I	4I_A.3
ON891146.1	17XN25491_D4_MMR	Su_2022	NCBI	2017-09-11	Myanmar	Southeast-Asia	4	4_I	4I_A.3
ON908240.1	19XN01404	Su_2022	NCBI	2019-01-21	Myanmar	Southeast-Asia	4	4_I	4I_A.3
ON908246.1	D4_17XN25491	Su_2022	NCBI	2017-09-11	Myanmar	Southeast-Asia	4	4_I	4I_A.3
OR389045.1	DENV4/Myanmar/2008/Yale-DH170	Vogels_2023	Yale	2008-06-30	Myanmar	Southeast-Asia	4	4_I	4I_A.3
JQ915085.1	NC08/200208-409	Aubry_2013	NCBI	2008-02-20	New-Caledonia	Pacific	4	4_II_related	4II_A
JQ915086.1	NC09/050209-1413	Aubry_2013	NCBI	2009-02-05	New-Caledonia	Pacific	4	4_II_related	4II_A
JQ915087.1	NC09/170309-6652	Aubry_2013	NCBI	2009-03-17	New-Caledonia	Pacific	4	4_II_related	4II_A
JQ915088.1	NC09/020409-9266	Aubry_2013	NCBI	2009-04-02	New-Caledonia	Pacific	4	4_II_related	4II_A
JQ915089.1	NC09/230909-14518	Aubry_2013	NCBI	2009-09-23	New-Caledonia	Pacific	4	4_II_related	4II_A
DENV4/Nicaragua/2022-09-10/Yale-DN00839	230490	FL-DPH	Yale	2022-09-10	Nicaragua	Central-America	4	4_II	4II_B
DENV4/Nicaragua/2022-10-22/Yale-DN00899	230471	FL-DPH	Yale	2022-10-22	Nicaragua	Central-America	4	4_II	4II_B
MW881266.1	703	Katzelnick_2021	NCBI	1999-XX-XX	Nicaragua	Central-America	4	4_II	4II_B
OR771146.1	DENV-4/USA/FL-BPHL-0074/2023	FL-DPH	NCBI	2023-08-09	Nicaragua	Central-America	4	4_II	4II_B
OR771168.1	DENV-4/USA/FL-BPHL-0094/2023	FL-DPH	NCBI	2023-09-01	Nicaragua	Central-America	4	4_II	4II_B
OR821957.1	DENV-4/USA/FL-BPHL-0159/2023	FL-DPH	NCBI	2023-10-12	Nicaragua	Central-America	4	4_II	4II_B
OK469360.1	S-49489	Stica_2022	NCBI	1980-XX-XX	Niue	Pacific	4	4_II	4II_B
KF041260.1	D4/Pakistan/150/2009	Koo_2013	NCBI	2009-XX-XX	Pakistan	South-Asia	4	4_I	4I_B.1
DENV4/Paraguay/2020-03-19/Yale-DN00988	220154	FL-DPH	Yale	2020-03-19	Paraguay	South-America	4	4_II	4II_B
ON211314.1	55182	Durand_2022	NCBI	2020-02-XX	Paraguay	South-America	4	4_II	4II_B
OQ567848.1	DENV-4|PY|NB57|2016-03-07	Vazquez_2023	NCBI	2016-03-07	Paraguay	South-America	4	4_II	4II_B
OQ567849.1	DENV-4|PY|NB59|2020-01-27	Vazquez_2023	NCBI	2020-01-27	Paraguay	South-America	4	4_II	4II_B
OQ567850.1	DENV-4|PY|NB60|2020-01-30	Vazquez_2023	NCBI	2020-01-30	Paraguay	South-America	4	4_II	4II_B
OQ567851.1	DENV-4|PY|NB61|2020-02-01	Vazquez_2023	NCBI	2020-02-01	Paraguay	South-America	4	4_II	4II_B
OQ567852.1	DENV-4|PY|NB62|2020-02-04	Vazquez_2023	NCBI	2020-02-04	Paraguay	South-America	4	4_II	4II_B
OQ567853.1	DENV-4|PY|NB63|2020-02-06	Vazquez_2023	NCBI	2020-02-06	Paraguay	South-America	4	4_II	4II_B
OQ567854.1	DENV-4|PY|NB64|2020-02-04	Vazquez_2023	NCBI	2020-02-04	Paraguay	South-America	4	4_II	4II_B
OQ567855.1	DENV-4|PY|NB65|2020-02-07	Vazquez_2023	NCBI	2020-02-07	Paraguay	South-America	4	4_II	4II_B
OQ567856.1	DENV-4|PY|NB66|2020-02-10	Vazquez_2023	NCBI	2020-02-10	Paraguay	South-America	4	4_II	4II_B
OQ567857.1	DENV-4|PY|NB68|2020-02-13	Vazquez_2023	NCBI	2020-02-13	Paraguay	South-America	4	4_II	4II_B
OQ567858.1	DENV-4|PY|NB69|2020-01-01	Vazquez_2023	NCBI	2020-01-01	Paraguay	South-America	4	4_II	4II_B
OQ567859.1	DENV-4|PY|NB70|2020-01-07	Vazquez_2023	NCBI	2020-01-07	Paraguay	South-America	4	4_II	4II_B
OQ567860.1	DENV-4|PY|NB71|2020-01-07	Vazquez_2023	NCBI	2020-01-07	Paraguay	South-America	4	4_II	4II_B
OQ567861.1	DENV-4|PY|NB72|2020-01-09	Vazquez_2023	NCBI	2020-01-09	Paraguay	South-America	4	4_II	4II_B
OQ567862.1	DENV-4|PY|NB73|2020-01-12	Vazquez_2023	NCBI	2020-01-12	Paraguay	South-America	4	4_II	4II_B
OQ567863.1	DENV-4|PY|NB74|2020-01-13	Vazquez_2023	NCBI	2020-01-13	Paraguay	South-America	4	4_II	4II_B
OQ567864.1	DENV-4|PY|NB75|2020-01-13	Vazquez_2023	NCBI	2020-01-13	Paraguay	South-America	4	4_II	4II_B
OQ567865.1	DENV-4|PY|NB76|2020-01-11	Vazquez_2023	NCBI	2020-01-11	Paraguay	South-America	4	4_II	4II_B
OQ567866.1	DENV-4|PY|NB77|2020-01-12	Vazquez_2023	NCBI	2020-01-12	Paraguay	South-America	4	4_II	4II_B
OQ567867.1	DENV-4|PY|NB79|2020-01-17	Vazquez_2023	NCBI	2020-01-17	Paraguay	South-America	4	4_II	4II_B
OQ567868.1	DENV-4|PY|NB80|2020-01-18	Vazquez_2023	NCBI	2020-01-18	Paraguay	South-America	4	4_II	4II_B
OQ567869.1	DENV-4|PY|NB81|2020-01-15	Vazquez_2023	NCBI	2020-01-15	Paraguay	South-America	4	4_II	4II_B
OQ567870.1	DENV-4|PY|NB82|2020-01-17	Vazquez_2023	NCBI	2020-01-17	Paraguay	South-America	4	4_II	4II_B
OQ567871.1	DENV-4|PY|NB84|2020-01-20	Vazquez_2023	NCBI	2020-01-20	Paraguay	South-America	4	4_II	4II_B
OQ567872.1	DENV-4|PY|NB87|2021-02-22	Vazquez_2023	NCBI	2021-02-22	Paraguay	South-America	4	4_II	4II_B
GQ868594.1	DENV-4/PH/BID-V3361/1956	Henn_2009	NCBI	1956-XX-XX	Philippines	Southeast-Asia	4	4_I	4I
KR011349.2	H241	Anez_2015	NCBI	1956-08-28	Philippines	Southeast-Asia	4	4_I	4I
KU523871.1	PH-CN08-14	Wang_2016	NCBI	2014-02-13	Philippines	Southeast-Asia	4	4_II_related	4II_A
DENV4/Puerto_Rico/2010-08-05/Yale-DN00257-1	190291	FL-DPH	Yale	2010-08-05	Puerto-Rico	Caribbean	4	4_II	4II_B
DENV4/Puerto_Rico/2013-08-14/Yale-DN00039	190397	FL-DPH	Yale	2013-08-14	Puerto-Rico	Caribbean	4	4_II_related	4II_A
DENV4/Puerto_Rico/2013-08-18/Yale-DN00042-1	190288	FL-DPH	Yale	2013-08-18	Puerto-Rico	Caribbean	4	4_II_related	4II_A
DENV4/Puerto_Rico/2013-09-04/Yale-DN00034-1	190154	FL-DPH	Yale	2013-09-04	Puerto-Rico	Caribbean	4	4_II	4II_B
EU854295.1	DENV-4/US/BID-V1083/1986	Henn_2008	NCBI	1986-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
EU854296.1	DENV-4/US/BID-V1093/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
EU854297.1	DENV-4/US/BID-V1094/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
FJ024424.1	DENV-4/US/BID-V1082/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
FJ226067.1	DENV-4/US/BID-V860/1994	Henn_2008	NCBI	1994-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
FJ810417.1	DENV-4/US/BID-V2433/1995	Henn_2009	NCBI	1995-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
FJ850057.1	DENV-4/US/BID-V2434/1995	Henn_2009	NCBI	1995-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
FJ850058.1	DENV-4/US/BID-V2440/1996	Henn_2009	NCBI	1996-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
FJ850059.1	DENV-4/US/BID-V2443/1998	Henn_2009	NCBI	1998-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
FJ882595.1	DENV-4/US/BID-V2441/1998	Henn_2009	NCBI	1998-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
FJ882596.1	DENV-4/US/BID-V2442/1998	Henn_2009	NCBI	1998-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
FJ882597.1	DENV-4/US/BID-V2444/1998	Henn_2009	NCBI	1998-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
FJ882598.1	DENV-4/US/BID-V2445/1998	Henn_2009	NCBI	1998-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
FJ882599.1	DENV-4/US/BID-V2446/1999	Henn_2009	NCBI	1999-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
FJ882600.1	DENV-4/US/BID-V2447/1999	Henn_2009	NCBI	1999-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
FJ882601.1	DENV-4/US/BID-V2448/1999	Henn_2009	NCBI	1999-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GQ199878.1	DENV-4/US/BID-V2429/1994	Henn_2009	NCBI	1994-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GQ199879.1	DENV-4/US/BID-V2430/1994	Henn_2009	NCBI	1994-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GQ199880.1	DENV-4/US/BID-V2431/1995	Henn_2009	NCBI	1995-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GQ199881.1	DENV-4/US/BID-V2435/1996	Henn_2009	NCBI	1996-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GQ199882.1	DENV-4/US/BID-V2436/1996	Henn_2009	NCBI	1996-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GQ199883.1	DENV-4/US/BID-V2437/1996	Henn_2009	NCBI	1996-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GQ199884.1	DENV-4/US/BID-V2438/1996	Henn_2009	NCBI	1996-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GQ199885.1	DENV-4/US/BID-V2439/1996	Henn_2009	NCBI	1996-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GQ252675.1	DENV-4/US/BID-V2432/1995	Henn_2009	NCBI	1995-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GU318306.1	D4/PR/93/DEC-1990	Bennett_2010	NCBI	1990-12-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GU318307.1	D4/PR/94/DEC-1990	Bennett_2010	NCBI	1990-12-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GU318308.1	D4/PR/96/DEC-1990	Bennett_2010	NCBI	1990-12-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GU318309.1	D4/PR/97/JAN-1991	Bennett_2010	NCBI	1991-01-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GU318310.1	D4/PR/107/NOV-1990	Bennett_2010	NCBI	1990-11-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GU318311.1	D4/PR/114/1985	Bennett_2010	NCBI	1985-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GU318312.1	D4/PR/M31/1985	Bennett_2010	NCBI	1985-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GU318313.1	D4/PR/M32/1985	Bennett_2010	NCBI	1985-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GU318314.1	D4/PR/M33/1985	Bennett_2010	NCBI	1985-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GU318315.1	D4/PR/M34/1985	Bennett_2010	NCBI	1985-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GU318316.1	D4/PR/M35/1985	Bennett_2010	NCBI	1985-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GU318317.1	D4/PR/M36/1985	Bennett_2010	NCBI	1985-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
GU318318.1	D4/PR/M37/1985	Bennett_2010	NCBI	1985-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
MW945436.1	DENV4/PUERTORICO/1998/347751	Katzelnick_2021	NCBI	1998-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
MW945437.1	DENV4/PUERTORICO/1999/BID-V2446	Katzelnick_2021	NCBI	1999-XX-XX	Puerto-Rico	Caribbean	4	4_II	4II_B
OK469357.1	B7923325.3.01	Stica_2022	NCBI	1963-XX-XX	Puerto-Rico	Caribbean	4	4_I	4I
MF004387.1	Dakar_HD_34460	Baronti_2018	NCBI	1981-XX-XX	Senegal	Sub-Saharan-Africa	4	4_II	4II_B
OK605769.1	DENV4-3_DAK_H_38550	Tamura_2022	NCBI	1983-XX-XX	Senegal	Sub-Saharan-Africa	4	4_I	4I_B
AY762085.1	8976/95	Yoong_2004	NCBI	1995-XX-XX	Singapore	Southeast-Asia	4	4_II	4II_B
GQ398256.1	DENV-4/SG/06K2270DK1/2005	Christenbury_2010	NCBI	2005-XX-XX	Singapore	Southeast-Asia	4	4_II_related	4II_A
HQ875339.1	SG(EHI)D4/2641Y08	Lo_2011	NCBI	2008-XX-XX	Singapore	Southeast-Asia	4	4_II_related	4II_A
JX024757.1	EHI310A129CY10	Hapuarachchi_2013	NCBI	2010-12-XX	Singapore	Southeast-Asia	4	4_II_related	4II_A
JX024758.1	EHI310A129SY10	Hapuarachchi_2013	NCBI	2010-12-XX	Singapore	Southeast-Asia	4	4_II_related	4II_A
KP792537.2	SG/EHI/D4/25178Y11	Hapuarachchi_2015	NCBI	2011-06-XX	Singapore	Southeast-Asia	4	4_I	4I_A
KX224312.2	SG/EHI/D4/02990Y14	Hapuarachchi_2016	NCBI	2014-XX-XX	Singapore	Southeast-Asia	4	4_I	4I_A.3
KY921909.1	SG/EHI/D4/09291Y16	Hapuarachchi_2017	NCBI	2016-03-XX	Singapore	Southeast-Asia	4	4_II_related	4II_A
KY921910.1	SG/EHI/D4/04645Y16	Hapuarachchi_2017	NCBI	2016-01-XX	Singapore	Southeast-Asia	4	4_II_related	4II_A
OK469361.1	1674/90	Stica_2022	NCBI	1990-XX-XX	Singapore	Southeast-Asia	4	4_II	4II_B
OK469362.1	8976/95	Stica_2022	NCBI	1995-XX-XX	Singapore	Southeast-Asia	4	4_II	4II_B
OP410999.1	SG(EHI)D4/16693AUG09	Hapuarachchi_2022	NCBI	2009-08-XX	Singapore	Southeast-Asia	4	4_II_related	4II_A
OP411000.1	SG(EHI)D4/42224Y17	Hapuarachchi_2022	NCBI	2017-10-XX	Singapore	Southeast-Asia	4	4_I	4I_B.1
OP411001.1	SG(EHI)D4/04645Y16	Hapuarachchi_2022	NCBI	2016-01-XX	Singapore	Southeast-Asia	4	4_II_related	4II_A
OP411002.1	SG(EHI)D4/30932Y19	Hapuarachchi_2022	NCBI	2019-07-XX	Singapore	Southeast-Asia	4	4_II_related	4II_A
MT597439.1	43257	Hwang_2020	NCBI	2010-XX-XX	South-Korea	East-Asia	4	4_II_related	4II_A
DH122	PRS_228800	Ott_2021	Yale	1978-XX-XX	Sri-Lanka	South-Asia	4	4_I	4I
DH123	PRS_228800	Ott_2021	Yale	1978-XX-XX	Sri-Lanka	South-Asia	4	4_I	4I_B
