strain	Sample_ID	Sample_Source	Data_Source	date	Location	Region	Serotype	Sero_Geno	Lineage
OR167246.1	DENV-1/Brazil/MT-LACENGO-1128/2023	Mendonca_2023	NCBI	2023-05-02	Brazil	South-America	1	1_V	1V_D.1
OR167247.1	DENV-1/Brazil/MT-LACENGO-1019/2023	Mendonca_2023	NCBI	2023-05-02	Brazil	South-America	1	1_V	1V_E
OR167248.1	DENV-1/Brazil/MT-LACENGO-1020/2023	Mendonca_2023	NCBI	2023-05-02	Brazil	South-America	1	1_V	1V_E
OR167249.1	DENV-1/Brazil/MT-LACENGO-1144/2023	Mendonca_2023	NCBI	2023-05-08	Brazil	South-America	1	1_V	1V_D.1
OR167250.1	DENV-1/Brazil/MT-LACENGO-1153/2023	Mendonca_2023	NCBI	2023-05-09	Brazil	South-America	1	1_V	1V_D.1
OR167251.1	DENV-1/Brazil/MT-LACENGO-1172/2023	Mendonca_2023	NCBI	2023-05-09	Brazil	South-America	1	1_V	1V_D.1
OR167252.1	DENV-1/Brazil/MT-LACENGO-1215/2023	Mendonca_2023	NCBI	2023-05-12	Brazil	South-America	1	1_V	1V_D.1
OR167253.1	DENV-1/Brazil/MT-LACENGO-1216/2023	Mendonca_2023	NCBI	2023-05-12	Brazil	South-America	1	1_V	1V_D.1
OR167254.1	DENV-1/Brazil/GO-LACENGO-520417845/2023	Mendonca_2023	NCBI	2023-05-27	Brazil	South-America	1	1_V	1V_E
OR167255.1	DENV-1/Brazil/GO-LACENGO-520399048/2023	Mendonca_2023	NCBI	2023-03-23	Brazil	South-America	1	1_V	1V_E
OR167256.1	DENV-1/Brazil/GO-LACENGO-520400182/2023	Mendonca_2023	NCBI	2023-03-28	Brazil	South-America	1	1_V	1V_E
OR167257.1	DENV-1/Brazil/GO-LACENGO-520405283/2023	Mendonca_2023	NCBI	2023-04-15	Brazil	South-America	1	1_V	1V_E
OR167258.1	DENV-1/Brazil/GO-LACENGO-520406357/2023	Mendonca_2023	NCBI	2023-04-18	Brazil	South-America	1	1_V	1V_E
OR167259.1	DENV-1/Brazil/GO-LACENGO-520413508/2023	Mendonca_2023	NCBI	2023-05-14	Brazil	South-America	1	1_V	1V_E
OR167260.1	DENV-1/Brazil/GO-LACENGO-520413514/2023	Mendonca_2023	NCBI	2023-05-14	Brazil	South-America	1	1_V	1V_E
OR167261.1	DENV-1/Brazil/GO-LACENGO-520416619/2023	Mendonca_2023	NCBI	2023-05-23	Brazil	South-America	1	1_V	1V_E
OR167262.1	DENV-1/Brazil/GO-LACENGO-520416782/2023	Mendonca_2023	NCBI	2023-05-23	Brazil	South-America	1	1_V	1V_E
OR167263.1	DENV-1/Brazil/GO-LACENGO-520417294/2023	Mendonca_2023	NCBI	2023-05-24	Brazil	South-America	1	1_V	1V_E
OR167264.1	DENV-1/Brazil/GO-LACENGO-520417526/2023	Mendonca_2023	NCBI	2023-05-24	Brazil	South-America	1	1_V	1V_E
OR167265.1	DENV-1/Brazil/GO-LACENGO-520419043/2023	Mendonca_2023	NCBI	2023-05-30	Brazil	South-America	1	1_V	1V_E
OR167266.1	DENV-1/Brazil/GO-LACENGO-520402450/2023	Mendonca_2023	NCBI	2023-04-04	Brazil	South-America	1	1_V	1V_E
OR167267.1	DENV-1/Brazil/MT-LACENGO-976/2023	Mendonca_2023	NCBI	2023-04-19	Brazil	South-America	1	1_V	1V_D.1
OR167268.1	DENV-1/Brazil/MT-LACENGO-682/2023	Mendonca_2023	NCBI	2023-03-27	Brazil	South-America	1	1_V	1V_E
OR167269.1	DENV-1/Brazil/MT-LACENGO-1161/2023	Mendonca_2023	NCBI	2023-05-05	Brazil	South-America	1	1_V	1V_E
OR167270.1	DENV-1/Brazil/MT-LACENGO-1168/2023	Mendonca_2023	NCBI	2023-05-08	Brazil	South-America	1	1_V	1V_E
OR167271.1	DENV-1/Brazil/GO-LACENGO-520411524/2023	Mendonca_2023	NCBI	2023-05-08	Brazil	South-America	1	1_V	1V_E
OR167272.1	DENV-1/Brazil/MS-LACENGO-500744233/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_D.1
OR167273.1	DENV-1/Brazil/MS-LACENGO-500745482/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_E
OR167274.1	DENV-1/Brazil/MS-LACENGO-500745333/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_D.1
OR167275.1	DENV-1/Brazil/MS-LACENGO-500744297/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_E
OR167276.1	DENV-1/Brazil/MS-LACENGO-500744056/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_D.1
OR167277.1	DENV-1/Brazil/MS-LACENGO-500744401/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_D.1
OR167278.1	DENV-1/Brazil/MS-LACENGO-500745677/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_E
OR167279.1	DENV-1/Brazil/MS-LACENGO-500744732/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_D.1
OR167280.1	DENV-1/Brazil/MS-LACENGO-500746003/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_D.1
OR167281.1	DENV-1/Brazil/MS-LACENGO-500744478/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_E
OR167282.1	DENV-1/Brazil/MS-LACENGO-500744254/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_D.1
OR167283.1	DENV-1/Brazil/MS-LACENGO-500743365/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_D.1
OR167284.1	DENV-1/Brazil/MS-LACENGO-500746077/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_D.1
OR167285.1	DENV-1/Brazil/MS-LACENGO-500744363/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_E
OR167286.1	DENV-1/Brazil/MS-LACENGO-500745085/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_E
OR167287.1	DENV-1/Brazil/MS-LACENGO-500745827/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_D.1
OR167288.1	DENV-1/Brazil/MS-LACENGO-500745575/2023	Mendonca_2023	NCBI	2023-07-15	Brazil	South-America	1	1_V	1V_E
OR167358.1	2.37E+11	Ribeiro_2023	NCBI	2023-02-09	Brazil	South-America	1	1_V	1V_D.1
OR167359.1	2.36E+11	Ribeiro_2023	NCBI	2023-02-08	Brazil	South-America	1	1_V	1V_D.1
OR167360.1	2.36E+11	Ribeiro_2023	NCBI	2023-01-31	Brazil	South-America	1	1_V	1V_D.1
OR167361.1	2.37E+11	Ribeiro_2023	NCBI	2023-03-07	Brazil	South-America	1	1_V	1V_D.1
OR167362.1	2.30E+11	Ribeiro_2023	NCBI	2023-03-01	Brazil	South-America	1	1_V	1V_D.1
OR167363.1	2.30E+11	Ribeiro_2023	NCBI	2023-02-24	Brazil	South-America	1	1_V	1V_E
OR167364.1	2.37E+11	Ribeiro_2023	NCBI	2023-02-16	Brazil	South-America	1	1_V	1V_D.1
OR167365.1	2.30E+11	Ribeiro_2023	NCBI	2023-04-05	Brazil	South-America	1	1_V	1V_D.1
OR167366.1	2.37E+11	Ribeiro_2023	NCBI	2023-02-06	Brazil	South-America	1	1_V	1V_D.1
OR167367.1	2.30E+11	Ribeiro_2023	NCBI	2023-04-08	Brazil	South-America	1	1_V	1V_D.1
OR167368.1	2.37E+11	Ribeiro_2023	NCBI	2023-02-27	Brazil	South-America	1	1_V	1V_D.1
OR167369.1	2.36E+11	Ribeiro_2023	NCBI	2023-02-15	Brazil	South-America	1	1_V	1V_D.1
OR167370.1	2.37E+11	Ribeiro_2023	NCBI	2023-02-08	Brazil	South-America	1	1_V	1V_E
OR167371.1	2.37E+11	Ribeiro_2023	NCBI	2023-02-20	Brazil	South-America	1	1_V	1V_D.1
OR167372.1	2.35E+11	Ribeiro_2023	NCBI	2023-02-01	Brazil	South-America	1	1_V	1V_D.1
OR167373.1	2.37E+11	Ribeiro_2023	NCBI	2023-03-08	Brazil	South-America	1	1_V	1V_D.1
OR167374.1	2.31E+11	Ribeiro_2023	NCBI	2023-02-24	Brazil	South-America	1	1_V	1V_E
OR167375.1	2.37E+11	Ribeiro_2023	NCBI	2023-01-28	Brazil	South-America	1	1_V	1V_D.1
OR167376.1	2.37E+11	Ribeiro_2023	NCBI	2023-02-19	Brazil	South-America	1	1_V	1V_D.1
OR167377.1	2.37E+11	Ribeiro_2023	NCBI	2023-03-07	Brazil	South-America	1	1_V	1V_D.1
OR167378.1	2.30E+11	Ribeiro_2023	NCBI	2023-02-19	Brazil	South-America	1	1_V	1V_D.1
OR258403.1	LACENMS_LIB1_01_20220323	Castilho De Arruda_2023	NCBI	2022-03-23	Brazil	South-America	1	1_V	1V_D.1
OR258404.1	LACENMS_LIB1_03_20220326	Castilho De Arruda_2023	NCBI	2022-03-26	Brazil	South-America	1	1_V	1V_E
OR258405.1	LACENMS_LIB1_04_20220325	Castilho De Arruda_2023	NCBI	2022-03-25	Brazil	South-America	1	1_V	1V_E
OR258406.1	LACENMS_LIB1_05_20220325	Castilho De Arruda_2023	NCBI	2022-03-25	Brazil	South-America	1	1_V	1V_D.1
OR258407.1	LACENMS_LIB1_06_20220326	Castilho De Arruda_2023	NCBI	2022-03-26	Brazil	South-America	1	1_V	1V_E
OR258408.1	LACENMS_LIB1_07_20220328	Castilho De Arruda_2023	NCBI	2022-03-28	Brazil	South-America	1	1_V	1V_D.1
OR258409.1	LACENMS_LIB1_08_20220328	Castilho De Arruda_2023	NCBI	2022-03-28	Brazil	South-America	1	1_V	1V_E
OR258410.1	LACENMS_LIB1_09_20220328	Castilho De Arruda_2023	NCBI	2022-03-28	Brazil	South-America	1	1_V	1V_E
OR258411.1	LACENMS_LIB1_10_20220328	Castilho De Arruda_2023	NCBI	2022-03-28	Brazil	South-America	1	1_V	1V_D.1
OR258412.1	LACENMS_LIB1_11_20220328	Castilho De Arruda_2023	NCBI	2022-03-28	Brazil	South-America	1	1_V	1V_E
OR258413.1	LACENMS_LIB1_12_20220322	Castilho De Arruda_2023	NCBI	2022-03-22	Brazil	South-America	1	1_V	1V_E
OR258414.1	LACENMS_LIB1_13_20220328	Castilho De Arruda_2023	NCBI	2022-03-28	Brazil	South-America	1	1_V	1V_E
OR258415.1	LACENMS_LIB1_14_20220328	Castilho De Arruda_2023	NCBI	2022-03-28	Brazil	South-America	1	1_V	1V_D.1
OR258416.1	LACENMS_LIB1_15_20220325	Castilho De Arruda_2023	NCBI	2022-03-25	Brazil	South-America	1	1_V	1V_D.1
OR258417.1	LACENMS_LIB1_16_20220324	Castilho De Arruda_2023	NCBI	2022-03-24	Brazil	South-America	1	1_V	1V_D.1
OR258418.1	LACENMS_LIB1_17_20220328	Castilho De Arruda_2023	NCBI	2022-03-28	Brazil	South-America	1	1_V	1V_E
OR258419.1	LACENMS_LIB1_18_20220330	Castilho De Arruda_2023	NCBI	2022-03-30	Brazil	South-America	1	1_V	1V_D.1
OR258420.1	LACENMS_LIB1_19_20220329	Castilho De Arruda_2023	NCBI	2022-03-29	Brazil	South-America	1	1_V	1V_E
OR258421.1	LACENMS_LIB1_20_20220328	Castilho De Arruda_2023	NCBI	2022-03-28	Brazil	South-America	1	1_V	1V_D.1
OR258422.1	LACENMS_LIB1_21_20220330	Castilho De Arruda_2023	NCBI	2022-03-30	Brazil	South-America	1	1_V	1V_D.1
OR258423.1	LACENMS_LIB1_22_20220330	Castilho De Arruda_2023	NCBI	2022-03-30	Brazil	South-America	1	1_V	1V_D.1
OR258424.1	LACENMS_LIB1_23_20220331	Castilho De Arruda_2023	NCBI	2022-03-31	Brazil	South-America	1	1_V	1V_E
OR258425.1	LACENMS_LIB1_24_20220329	Castilho De Arruda_2023	NCBI	2022-03-29	Brazil	South-America	1	1_V	1V_E
OR258426.1	LACENMS_LIB1_25_20220330	Castilho De Arruda_2023	NCBI	2022-03-30	Brazil	South-America	1	1_V	1V_E
OR258427.1	LACENMS_LIB1_26_20220331	Castilho De Arruda_2023	NCBI	2022-03-31	Brazil	South-America	1	1_V	1V_E
OR258428.1	LACENMS_LIB1_27_20220331	Castilho De Arruda_2023	NCBI	2022-03-31	Brazil	South-America	1	1_V	1V_D.1
OR258429.1	LACENMS_LIB1_28_20220328	Castilho De Arruda_2023	NCBI	2022-03-28	Brazil	South-America	1	1_V	1V_D.1
OR258430.1	LACENMS_LIB1_29_20220330	Castilho De Arruda_2023	NCBI	2022-03-30	Brazil	South-America	1	1_V	1V_D.1
OR258431.1	LACENMS_LIB1_30_20220328	Castilho De Arruda_2023	NCBI	2022-03-28	Brazil	South-America	1	1_V	1V_D.1
OR258432.1	LACENMS_LIB1_31_20220330	Castilho De Arruda_2023	NCBI	2022-03-30	Brazil	South-America	1	1_V	1V_A
OR258433.1	LACENMS_LIB1_32_20220329	Castilho De Arruda_2023	NCBI	2022-03-29	Brazil	South-America	1	1_V	1V_E
OR258434.1	LACENMS_LIB1_33_20220328	Castilho De Arruda_2023	NCBI	2022-03-28	Brazil	South-America	1	1_V	1V_D.1
OR258435.1	LACENMS_LIB1_34_20220329	Castilho De Arruda_2023	NCBI	2022-03-29	Brazil	South-America	1	1_V	1V_D.1
OR258436.1	LACENMS_LIB1_35_20220329	Castilho De Arruda_2023	NCBI	2022-03-29	Brazil	South-America	1	1_V	1V_D.1
OR258437.1	LACENMS_LIB1_36_20220329	Castilho De Arruda_2023	NCBI	2022-03-29	Brazil	South-America	1	1_V	1V_F
OR258438.1	LACENMS_LIB1_37_20220404	Castilho De Arruda_2023	NCBI	2022-04-04	Brazil	South-America	1	1_V	1V_E
OR258439.1	LACENMS_LIB1_38_20220404	Castilho De Arruda_2023	NCBI	2022-04-04	Brazil	South-America	1	1_V	1V_D.1
OR258440.1	LACENMS_LIB1_39_20220402	Castilho De Arruda_2023	NCBI	2022-04-02	Brazil	South-America	1	1_V	1V_E
OR258441.1	LACENMS_LIB1_40_20220401	Castilho De Arruda_2023	NCBI	2022-04-01	Brazil	South-America	1	1_V	1V_D.1
OR258442.1	LACENMS_LIB1_41_20220406	Castilho De Arruda_2023	NCBI	2022-04-06	Brazil	South-America	1	1_V	1V_D.1
OR258443.1	LACENMS_LIB1_42_20220403	Castilho De Arruda_2023	NCBI	2022-04-03	Brazil	South-America	1	1_V	1V_D.1
OR258444.1	LACENMS_LIB1_43_20220401	Castilho De Arruda_2023	NCBI	2022-04-01	Brazil	South-America	1	1_V	1V_E
OR258445.1	LACENMS_LIB1_44_20220404	Castilho De Arruda_2023	NCBI	2022-04-04	Brazil	South-America	1	1_V	1V_E
OR258446.1	LACENMS_LIB1_45_20220404	Castilho De Arruda_2023	NCBI	2022-04-04	Brazil	South-America	1	1_V	1V_E
OR258447.1	LACENMS_LIB1_46_20220405	Castilho De Arruda_2023	NCBI	2022-04-05	Brazil	South-America	1	1_V	1V_D.1
OR258448.1	LACENMS_LIB1_47_20220401	Castilho De Arruda_2023	NCBI	2022-04-01	Brazil	South-America	1	1_V	1V_D.1
OR258449.1	LACENMS_LIB1_48_20220401	Castilho De Arruda_2023	NCBI	2022-04-01	Brazil	South-America	1	1_V	1V_E
OR258450.1	LACENMS_LIB1_49_20220405	Castilho De Arruda_2023	NCBI	2022-04-05	Brazil	South-America	1	1_V	1V_E
OR258451.1	LACENMS_LIB1_50_20220405	Castilho De Arruda_2023	NCBI	2022-04-05	Brazil	South-America	1	1_V	1V_E
OR258452.1	LACENMS_LIB1_51_20220405	Castilho De Arruda_2023	NCBI	2022-04-05	Brazil	South-America	1	1_V	1V_D.1
OR258453.1	LACENMS_LIB1_52_20220405	Castilho De Arruda_2023	NCBI	2022-04-05	Brazil	South-America	1	1_V	1V_D.1
OR258454.1	LACENMS_LIB1_53_20220406	Castilho De Arruda_2023	NCBI	2022-04-06	Brazil	South-America	1	1_V	1V_E
OR258455.1	LACENMS_LIB1_54_20220406	Castilho De Arruda_2023	NCBI	2022-04-06	Brazil	South-America	1	1_V	1V_E
OR258456.1	LACENMS_LIB1_55_20220406	Castilho De Arruda_2023	NCBI	2022-04-06	Brazil	South-America	1	1_V	1V_E
OR258457.1	LACENMS_LIB1_56_20220331	Castilho De Arruda_2023	NCBI	2022-03-31	Brazil	South-America	1	1_V	1V_D.1
OR258458.1	LACENMS_LIB1_57_20220331	Castilho De Arruda_2023	NCBI	2022-03-31	Brazil	South-America	1	1_V	1V_D.1
OR258459.1	LACENMS_LIB1_58_20220405	Castilho De Arruda_2023	NCBI	2022-04-05	Brazil	South-America	1	1_V	1V_D.1
OR258460.1	LACENMS_LIB1_59_20220406	Castilho De Arruda_2023	NCBI	2022-04-06	Brazil	South-America	1	1_V	1V_A
OR258461.1	LACENMS_LIB1_60_20220405	Castilho De Arruda_2023	NCBI	2022-04-05	Brazil	South-America	1	1_V	1V_D.1
OR258462.1	LACENMS_LIB1_61_20220405	Castilho De Arruda_2023	NCBI	2022-04-05	Brazil	South-America	1	1_V	1V_A
OR258463.1	LACENMS_LIB1_62_20220406	Castilho De Arruda_2023	NCBI	2022-04-06	Brazil	South-America	1	1_V	1V_D.1
OR258464.1	LACENMS_LIB1_63_20220406	Castilho De Arruda_2023	NCBI	2022-04-06	Brazil	South-America	1	1_V	1V_E
OR258465.1	LACENMS_LIB1_64_20220406	Castilho De Arruda_2023	NCBI	2022-04-06	Brazil	South-America	1	1_V	1V_D.1
OR258466.1	LACENMS_LIB1_65_20220407	Castilho De Arruda_2023	NCBI	2022-04-07	Brazil	South-America	1	1_V	1V_D.1
OR258467.1	LACENMS_LIB1_66_20220407	Castilho De Arruda_2023	NCBI	2022-04-07	Brazil	South-America	1	1_V	1V_E
OR258468.1	LACENMS_LIB1_67_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_D.1
OR258469.1	LACENMS_LIB1_68_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_D.1
OR258470.1	LACENMS_LIB1_69_20220408	Castilho De Arruda_2023	NCBI	2022-04-08	Brazil	South-America	1	1_V	1V_D.1
OR258471.1	LACENMS_LIB1_70_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_D.1
OR258472.1	LACENMS_LIB1_71_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_D.1
OR258473.1	LACENMS_LIB1_72_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_D.1
OR258474.1	LACENMS_LIB1_73_20220411	Castilho De Arruda_2023	NCBI	2022-04-11	Brazil	South-America	1	1_V	1V_D.1
OR258475.1	LACENMS_LIB1_74_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_D.1
OR258476.1	LACENMS_LIB1_75_20220406	Castilho De Arruda_2023	NCBI	2022-04-06	Brazil	South-America	1	1_V	1V_E
OR258477.1	LACENMS_LIB1_76_20220406	Castilho De Arruda_2023	NCBI	2022-04-06	Brazil	South-America	1	1_V	1V_E
OR258478.1	LACENMS_LIB1_77_20220405	Castilho De Arruda_2023	NCBI	2022-04-05	Brazil	South-America	1	1_V	1V_D.1
OR258479.1	LACENMS_LIB1_78_20220411	Castilho De Arruda_2023	NCBI	2022-04-11	Brazil	South-America	1	1_V	1V_E
OR258480.1	LACENMS_LIB1_79_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_E
OR258481.1	LACENMS_LIB1_80_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_E
OR258482.1	LACENMS_LIB1_81_20220404	Castilho De Arruda_2023	NCBI	2022-04-04	Brazil	South-America	1	1_V	1V_D.1
OR258483.1	LACENMS_LIB1_82_20220404	Castilho De Arruda_2023	NCBI	2022-04-04	Brazil	South-America	1	1_V	1V_D.1
OR258484.1	LACENMS_LIB1_83_20220414	Castilho De Arruda_2023	NCBI	2022-04-14	Brazil	South-America	1	1_V	1V_E
OR258485.1	LACENMS_LIB1_84_20220414	Castilho De Arruda_2023	NCBI	2022-04-14	Brazil	South-America	1	1_V	1V_E
OR258486.1	LACENMS_LIB1_85_20220410	Castilho De Arruda_2023	NCBI	2022-04-10	Brazil	South-America	1	1_V	1V_D.1
OR258487.1	LACENMS_LIB1_86_20220406	Castilho De Arruda_2023	NCBI	2022-04-06	Brazil	South-America	1	1_V	1V_E
OR258488.1	LACENMS_LIB1_87_20220413	Castilho De Arruda_2023	NCBI	2022-04-13	Brazil	South-America	1	1_V	1V_D.1
OR258489.1	LACENMS_LIB1_88_20220413	Castilho De Arruda_2023	NCBI	2022-04-13	Brazil	South-America	1	1_V	1V_D.1
OR258490.1	LACENMS_LIB1_90_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_D.1
OR258491.1	LACENMS_LIB1_91_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_D.1
OR258492.1	LACENMS_LIB1_92_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_D.1
OR258493.1	LACENMS_LIB1_93_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_D.1
OR258494.1	LACENMS_LIB1_94_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_E
OR258495.1	LACENMS_LIB1_95_20220413	Castilho De Arruda_2023	NCBI	2022-04-13	Brazil	South-America	1	1_V	1V_E
OR258496.1	LACENMS_LIB2_02_20220415	Castilho De Arruda_2023	NCBI	2022-04-15	Brazil	South-America	1	1_V	1V_E
OR258497.1	LACENMS_LIB2_03_20220415	Castilho De Arruda_2023	NCBI	2022-04-15	Brazil	South-America	1	1_V	1V_D.1
OR258498.1	LACENMS_LIB2_04_20220415	Castilho De Arruda_2023	NCBI	2022-04-15	Brazil	South-America	1	1_V	1V_E
OR258499.1	LACENMS_LIB2_05_20220415	Castilho De Arruda_2023	NCBI	2022-04-15	Brazil	South-America	1	1_V	1V_E
OR258500.1	LACENMS_LIB2_06_20220415	Castilho De Arruda_2023	NCBI	2022-04-15	Brazil	South-America	1	1_V	1V_D.1
OR258501.1	LACENMS_LIB2_07_20220414	Castilho De Arruda_2023	NCBI	2022-04-14	Brazil	South-America	1	1_V	1V_D.1
OR258502.1	LACENMS_LIB2_13_20220519	Castilho De Arruda_2023	NCBI	2022-05-19	Brazil	South-America	1	1_V	1V_D.1
OR258503.1	LACENMS_LIB2_14_20220502	Castilho De Arruda_2023	NCBI	2022-05-02	Brazil	South-America	1	1_V	1V_E
OR258504.1	LACENMS_LIB2_15_20220501	Castilho De Arruda_2023	NCBI	2022-05-01	Brazil	South-America	1	1_V	1V_D.1
OR258505.1	LACENMS_LIB2_16_20220418	Castilho De Arruda_2023	NCBI	2022-04-18	Brazil	South-America	1	1_V	1V_D.1
OR258506.1	LACENMS_LIB2_17_20220418	Castilho De Arruda_2023	NCBI	2022-04-18	Brazil	South-America	1	1_V	1V_D.1
OR258507.1	LACENMS_LIB2_18_20220418	Castilho De Arruda_2023	NCBI	2022-04-18	Brazil	South-America	1	1_V	1V_D.1
OR258508.1	LACENMS_LIB2_19_20220413	Castilho De Arruda_2023	NCBI	2022-04-13	Brazil	South-America	1	1_V	1V_E
OR258509.1	LACENMS_LIB2_20_20220413	Castilho De Arruda_2023	NCBI	2022-04-13	Brazil	South-America	1	1_V	1V_E
OR258510.1	LACENMS_LIB2_21_20220414	Castilho De Arruda_2023	NCBI	2022-04-14	Brazil	South-America	1	1_V	1V_E
OR258511.1	LACENMS_LIB2_22_20220414	Castilho De Arruda_2023	NCBI	2022-04-14	Brazil	South-America	1	1_V	1V_E
OR258512.1	LACENMS_LIB2_23_20220414	Castilho De Arruda_2023	NCBI	2022-04-14	Brazil	South-America	1	1_V	1V_D.1
OR258513.1	LACENMS_LIB2_24_20220415	Castilho De Arruda_2023	NCBI	2022-04-15	Brazil	South-America	1	1_V	1V_D.1
OR258514.1	LACENMS_LIB2_25_20220430	Castilho De Arruda_2023	NCBI	2022-04-30	Brazil	South-America	1	1_V	1V_D.1
OR258515.1	LACENMS_LIB2_26_20220405	Castilho De Arruda_2023	NCBI	2022-04-05	Brazil	South-America	1	1_V	1V_E
OR258516.1	LACENMS_LIB2_27_20220418	Castilho De Arruda_2023	NCBI	2022-04-18	Brazil	South-America	1	1_V	1V_D.1
OR258517.1	LACENMS_LIB2_28_20220418	Castilho De Arruda_2023	NCBI	2022-04-18	Brazil	South-America	1	1_V	1V_D.1
OR258518.1	LACENMS_LIB2_29_20220418	Castilho De Arruda_2023	NCBI	2022-04-18	Brazil	South-America	1	1_V	1V_D.1
OR258519.1	LACENMS_LIB2_30_20220419	Castilho De Arruda_2023	NCBI	2022-04-19	Brazil	South-America	1	1_V	1V_D.1
OR258520.1	LACENMS_LIB2_31_20220417	Castilho De Arruda_2023	NCBI	2022-04-17	Brazil	South-America	1	1_V	1V_E
OR258521.1	LACENMS_LIB2_32_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_E
OR258522.1	LACENMS_LIB2_33_20220413	Castilho De Arruda_2023	NCBI	2022-04-13	Brazil	South-America	1	1_V	1V_D.1
OR258523.1	LACENMS_LIB2_34_20220412	Castilho De Arruda_2023	NCBI	2022-04-12	Brazil	South-America	1	1_V	1V_F
OR258524.1	LACENMS_LIB2_35_20220413	Castilho De Arruda_2023	NCBI	2022-04-13	Brazil	South-America	1	1_V	1V_D.1
OR258525.1	LACENMS_LIB2_36_20220417	Castilho De Arruda_2023	NCBI	2022-04-17	Brazil	South-America	1	1_V	1V_E
OR258526.1	LACENMS_LIB2_37_20220417	Castilho De Arruda_2023	NCBI	2022-04-17	Brazil	South-America	1	1_V	1V_E
OR258527.1	LACENMS_LIB2_39_20220417	Castilho De Arruda_2023	NCBI	2022-04-17	Brazil	South-America	1	1_V	1V_E
OR258528.1	LACENMS_LIB2_40_20220417	Castilho De Arruda_2023	NCBI	2022-04-17	Brazil	South-America	1	1_V	1V_E
OR258529.1	LACENMS_LIB2_41_20220419	Castilho De Arruda_2023	NCBI	2022-04-19	Brazil	South-America	1	1_V	1V_D.1
OR258530.1	LACENMS_LIB2_42_20220418	Castilho De Arruda_2023	NCBI	2022-04-18	Brazil	South-America	1	1_V	1V_D.1
OR258531.1	LACENMS_LIB2_43_20220419	Castilho De Arruda_2023	NCBI	2022-04-19	Brazil	South-America	1	1_V	1V_D.1
OR258532.1	LACENMS_LIB2_44_20220419	Castilho De Arruda_2023	NCBI	2022-04-19	Brazil	South-America	1	1_V	1V_E
OR258533.1	LACENMS_LIB2_45_20220418	Castilho De Arruda_2023	NCBI	2022-04-18	Brazil	South-America	1	1_V	1V_D.1
OR258534.1	LACENMS_LIB2_46_20220417	Castilho De Arruda_2023	NCBI	2022-04-17	Brazil	South-America	1	1_V	1V_D.1
OR258535.1	LACENMS_LIB2_47_20220417	Castilho De Arruda_2023	NCBI	2022-04-17	Brazil	South-America	1	1_V	1V_D.1
OR258536.1	LACENMS_LIB2_48_20220416	Castilho De Arruda_2023	NCBI	2022-04-16	Brazil	South-America	1	1_V	1V_E
OR258537.1	LACENMS_LIB2_49_20220416	Castilho De Arruda_2023	NCBI	2022-04-16	Brazil	South-America	1	1_V	1V_D.1
