strain	Sample_ID	Sample_Source	Data_Source	date	Location	Region	Serotype	Sero_Geno	Lineage
DENV2/Cuba/2019-08-03/Yale-DN00393	19000550	FL-DPH	Yale	2019-08-03	Cuba	Caribbean	2	2_III	2III_D.1.1
DENV2/Mexico/2019-08-19/Yale-DN00586	200382	FL-DPH	Yale	2019-08-19	Mexico	North-America	2	2_III	2III_D.1.2
MN923111.1	19XN21330	Su_2020	NCBI	2019-08-24	China	East-Asia	2	2_II	2II_D
DENV2/Honduras/2019-08-27/Yale-DN00373	19000679	FL-DPH	Yale	2019-08-27	Honduras	Central-America	2	2_III	2III_D.1.2
DENV2/Nicaragua/2019-08-27/Yale-DN00607	200056	FL-DPH	Yale	2019-08-27	Nicaragua	Central-America	2	2_III	2III_D.1.2
DENV2/USA_Florida/2019-08-29/Yale-DN00611	200414	FL-DPH	Yale	2019-08-29	Florida(USA)	North-America	2	2_III	2III_D.1.2
MT982148.1	2019/BF/CNR52631	Fourie_2020	NCBI	2019-09-08	Burkina-Faso	Sub-Saharan-Africa	2	2_II_related	2II_B
OR393988.1	S573	Maduranga_2019	NCBI	2019-09-08	Sri-Lanka	South-Asia	2	2_II	2II_F.1
DENV2/Cuba/2019-09-13/Yale-DN00387	19000786	FL-DPH	Yale	2019-09-13	Cuba	Caribbean	2	2_III	2III_C.2
MT899085.1	3281/DENV2	Vazquez-Pichardo_2020	NCBI	2019-09-13	Mexico	North-America	2	2_III	2III_D.1.2
DENV2/USA_Florida/2019-09-14/Yale-DN00648	200185	FL-DPH	Yale	2019-09-14	Florida(USA)	North-America	2	2_III	2III_D.1.2
OM791800.1	PE_DB274_2019	Santiago_2022	NCBI	2019-09-26	Peru	South-America	2	2_II	2II_F.1.2
DENV2/Cuba/2019-09-26/Yale-DN00662	200348	FL-DPH	Yale	2019-09-26	Cuba	Caribbean	2	2_III	2III_D.1.1
OM791801.1	PE_DB275_2019	Santiago_2022	NCBI	2019-09-28	Peru	South-America	2	2_II	2II_F.1.2
MT899084.1	3848/DENV2	Vazquez-Pichardo_2020	NCBI	2019-10-10	Mexico	North-America	2	2_III	2III_D.1.2
DENV2/Mexico/2019-11-06/Yale-DN00707-1	200271	FL-DPH	Yale	2019-11-06	Mexico	North-America	2	2_III	2III_D.1.2
PP335481.1	53681	Klitting_2024	NCBI	2019-11-20	Saint-Martin	Caribbean	2	2_II	2II_A.1
DENV2/USA_Florida/2019-12-10/Yale-DN00682	200081	FL-DPH	Yale	2019-12-10	Florida(USA)	North-America	2	2_III	2III_C.2
DENV2/Nicaragua/2019-12-13/Yale-DN00683-1	200236	FL-DPH	Yale	2019-12-13	Nicaragua	Central-America	2	2_III	2III_D.1.2
MZ130525.1	19123476	Selhorst_2019	NCBI	2019-12-29	Cameroon	Sub-Saharan-Africa	2	2_II_related	2II_B
OR394053.1	S830	Maduranga_2020	NCBI	2020-01-08	Sri-Lanka	South-Asia	2	2_II	2II_F.1
ON634707.1	NS6573	Sacchi_2022	NCBI	2020-01-14	Brazil	South-America	2	2_III	2III_C.1.1
ON634705.1	NS6480	Sacchi_2022	NCBI	2020-01-15	Brazil	South-America	2	2_III	2III_C.1.1
DENV2/Cuba/2020-01-15/Yale-DN00989	220176	FL-DPH	Yale	2020-01-15	Cuba	Caribbean	2	2_III	2III_C.2
ON634716.1	NS8187	Sacchi_2022	NCBI	2020-02-04	Brazil	South-America	2	2_III	2III_C.1.1
ON634709.1	NS7227	Sacchi_2022	NCBI	2020-02-10	Brazil	South-America	2	2_III	2III_C.1.1
PP335482.1	55289	Klitting_2024	NCBI	2020-02-20	Guadeloupe	Caribbean	2	2_II	2II_A.1
ON123652.1	D25004	Maurya_2022	NCBI	2020-02-28	India	South-Asia	2	2_II_related	2II_A.1
ON634715.1	NS8010	Sacchi_2022	NCBI	2020-03-16	Brazil	South-America	2	2_III	2III_C.1.1
PP269890.1	DENV2/Viet_Nam/2020-05-12/Yale-DN02244	OUCRU	Yale	2020-05-12	Vietnam	Southeast-Asia	2	2_V	2V_A.1
OQ678101.1	109-0284S	Bohl_2020	NCBI	2020-06-03	Cambodia	Southeast-Asia	2	2_II	2II_F.1
OM317566.1	DSG2020_061	Key_2022	NCBI	2020-08-02	Cameroon	Sub-Saharan-Africa	2	2_II_related	2II_B
MZ945535.1	US/DB279/2020	Santiago_2021	NCBI	2020-10-08	Texas(USA)	North-America	2	2_III	2III_D.1.2
MW295818.1	20XN94134_D2_FULL	Jiang_2020	NCBI	2020-10-09	China	East-Asia	2	2_II	2II_F.1
MZ945534.1	US/DB278/2020	Santiago_2021	NCBI	2020-10-13	Texas(USA)	North-America	2	2_III	2III_D.1.2
MZ945532.1	US/DB276/2020	Santiago_2021	NCBI	2020-10-28	Texas(USA)	North-America	2	2_III	2III_D.1.2
MZ945533.1	US/DB277/2020	Santiago_2021	NCBI	2020-10-28	Texas(USA)	North-America	2	2_III	2III_D.1.2
MZ945531.1	US/DB275/2020	Santiago_2021	NCBI	2020-11-01	Texas(USA)	North-America	2	2_III	2III_D.1.2
MW881533.1	21XN02436_D2	Jiang_2021	NCBI	2021-02-02	China	East-Asia	2	2_II_related	2II_C.1
ON634720.1	NS8806	Sacchi_2022	NCBI	2021-02-22	Brazil	South-America	2	2_III	2III_C.1.1
ON123638.1	FPJ01489_JUN-PER_2021	Espejo_2022	NCBI	2021-03-01	Peru	South-America	2	2_II	2II_F.1.2
ON123640.1	FPJ01494_JUN-PER_2021	Espejo_2022	NCBI	2021-03-08	Peru	South-America	2	2_II	2II_F.1.2
OQ511273.1	AC5030/H868470	Amorim_2024	NCBI	2021-03-10	Brazil	South-America	2	2_II	2II_F.1.2
OQ567846.1	DENV-2|PY|NB54|2021-03-24	Vazquez_2021	NCBI	2021-03-24	Paraguay	South-America	2	2_III	2III_C.1.1
ON510268.1	FCC00973_BOL-COL_2021	Espejo_2022	NCBI	2021-04-09	Colombia	Colombia	2	2_III	2III_D.2
ON510269.1	FCC00974_BOL-COL_2021	Espejo_2022	NCBI	2021-04-09	Colombia	Colombia	2	2_III	2III_D.2
ON123643.1	FPJ01523_JUN-PER_2021	Espejo_2022	NCBI	2021-04-12	Peru	South-America	2	2_II	2II_F.1.2
OQ567847.1	DENV-2|PY|NB55|2021-04-14	Vazquez_2021	NCBI	2021-04-14	Paraguay	South-America	2	2_III	2III_C.1.1
ON634733.1	NS9510	Sacchi_2022	NCBI	2021-04-19	Brazil	South-America	2	2_III	2III_C.1.1
ON510270.1	FCC00999_BOL-COL_2021	Espejo_2022	NCBI	2021-05-10	Colombia	Colombia	2	2_III	2III_D.2
OR486034.1	DENV-2/Brazil/TO-UFT-2201	Souza_2021	NCBI	2021-06-01	Brazil	South-America	2	2_III	2III_C.1.1
ON123645.1	FPP04238_PIU-PER_2021	Espejo_2022	NCBI	2021-06-18	Peru	South-America	2	2_III	2III_C
OM505021.1	362	Wong-Arambula_2022	NCBI	2021-06-30	Mexico	North-America	2	2_III	2III_D.1.2
OQ567821.1	DENV-2|PY|NB28|2021-07-02	Vazquez_2021	NCBI	2021-07-02	Paraguay	South-America	2	2_III	2III_C.1.1
OQ567822.1	DENV-2|PY|NB30|2021-07-10	Vazquez_2021	NCBI	2021-07-10	Paraguay	South-America	2	2_III	2III_C.1.1
ON123644.1	FPJ01582_JUN-PER_2021	Espejo_2022	NCBI	2021-07-21	Peru	South-America	2	2_II	2II_F.1.2
OR258577.1	LACENMS_LIB2_92_20210723	Castilho De Arruda_2021	NCBI	2021-07-23	Brazil	South-America	2	2_III	2III_C.1.1
PP439574.1	109-0773S_RR082_365_SERAa_S48	Oum_2024	NCBI	2021-08-31	Cambodia	Southeast-Asia	2	2_II	2II_F.1
OM505022.1	594	Wong-Arambula_2022	NCBI	2021-09-21	Mexico	North-America	2	2_III	2III_D.1.2
OM639984.1	MCL-21-H-11365	Yadav_2022	NCBI	2021-11-16	India	South-Asia	2	2_II	2II_F.1
OQ813507.1	34	Rivero_2021	NCBI	2021-11-20	Colombia	Colombia	2	2_III	2III_D.2
OQ102946.1	GS2465	De_Silva_2023	NCBI	2021-12-01	Sri-Lanka	South-Asia	2	2_II	2II_F.1
DENV2/Cuba/2021-12-22/Yale-DN00685-1	220133	FL-DPH	Yale	2021-12-22	Cuba	Caribbean	2	2_III	2III_D.1.1
DENV2/Cuba/2021-12-24/Yale-DN00687-1	220304	FL-DPH	Yale	2021-12-24	Cuba	Caribbean	2	2_III	2III_D.1.1
OP599756.1	DENV2II-PYBC68-2021	Fonseca_2021	NCBI	2021-12-27	Paraguay	South-America	2	2_II	2II_F.1.2
OP599746.1	DENV2II-ACBC27-2022	Fonseca_2022	NCBI	2022-02-05	Brazil	South-America	2	2_II	2II_F.1.2
OQ102949.1	GS2508	De_Silva_2023	NCBI	2022-02-15	Sri-Lanka	South-Asia	2	2_II	2II_F.1
ON634753.1	NS11379	Sacchi_2022	NCBI	2022-03-21	Brazil	South-America	2	2_III	2III_C.1.1
OQ567824.1	DENV-2|PY|NB37|2022-03-27	Vazquez_2022	NCBI	2022-03-27	Paraguay	South-America	2	2_III	2III_C.1.1
DENV2/Dominican_Republic/2022-03-31/Yale-DN00400	E-04	IMTSAG	Yale	2022-03-31	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
OP599755.1	DENV2II-PYBC63-2022	Fonseca_2022	NCBI	2022-04-04	Paraguay	South-America	2	2_II	2II_F.1.2
DENV2/Dominican_Republic/2022-04-04/Yale-DN00405	E-09	IMTSAG	Yale	2022-04-04	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
OR039514.1	Fiocruz-ICC_3625-22	Graf_2022	NCBI	2022-04-05	Brazil	South-America	2	2_II	2II_F.1.2
OQ567830.1	DENV-2|PY|NB45|2022-04-18	Vazquez_2022	NCBI	2022-04-18	Paraguay	South-America	2	2_III	2III_C.1.1
ON634741.1	49340	Sacchi_2022	NCBI	2022-04-25	Brazil	South-America	2	2_III	2III_C.1.1
OP599752.1	DENV2II-PYBC53-2022	Fonseca_2022	NCBI	2022-05-07	Paraguay	South-America	2	2_II	2II_F.1.2
DENV2/Dominican_Republic/2022-05-11/Yale-DN00443	E-47	IMTSAG	Yale	2022-05-11	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
OQ726079.1	LET-35H	Ciuoderis_2022	NCBI	2022-05-18	Colombia	Colombia	2	2_II	2II_F.1.2
DENV2/Dominican_Republic/2022-05-20/Yale-DN00451	E-55	IMTSAG	Yale	2022-05-20	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
OQ567838.1	DENV-2|PY|NB57|2022-05-22	Vazquez_2022	NCBI	2022-05-22	Paraguay	South-America	2	2_III	2III_C.1.1
PP269904.1	DENV2/Viet_Nam/2022-06-28/Yale-DN02297	OUCRU	Yale	2022-06-28	Vietnam	Southeast-Asia	2	2_II	2II_F.1
DENV2/Cuba/2022-06-28/Yale-DN00744	220043	FL-DPH	Yale	2022-06-28	Cuba	Caribbean	2	2_III	2III_D.1.1
PP411255.1	109-1990S_L1	Oum_2024	NCBI	2022-06-29	Cambodia	Southeast-Asia	2	2_V	2V_A.2
DENV2/Cuba/2022-07-04/Yale-DN00738-1	220085	FL-DPH	Yale	2022-07-04	Cuba	Caribbean	2	2_III	2III_C.2
DENV2/Mexico/2022-07-06/Yale-DN01017	220134	FL-DPH	Yale	2022-07-06	Mexico	North-America	2	2_III	2III_D.1.2
OQ445885.1	US/DB328/2022	Santiago_2022	NCBI	2022-07-19	Florida(USA)	North-America	2	2_III	2III_C.1.2
OP389112.1	2022GZ01726_LKA	Ponce_2022	NCBI	2022-07-25	China	East-Asia	2	2_II	2II_F.1
OP921000.1	NC_Sample-1_56_D2	Doddamane_2022	NCBI	2022-07-29	India	South-Asia	2	2_II_related	2II_F.1
DENV2/Cuba/2022-08-05/Yale-DN00788	230468	FL-DPH	Yale	2022-08-05	Cuba	Caribbean	2	2_III	2III_D.1.1
DENV2/Cuba/2022-08-26/Yale-DN00820	230516	FL-DPH	Yale	2022-08-26	Cuba	Caribbean	2	2_III	2III_C.2
DENV2/Dominican_Republic/2022-09-03/Yale-DN01045	230214	FL-DPH	Yale	2022-09-03	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
OQ445891.1	US/DB334/2022	Santiago_2022	NCBI	2022-09-06	Florida(USA)	North-America	2	2_III	2III_C.2
OR150743.1	DENV-2/USA/FL-BPHL-0001/2022	Schmedes_2022	NCBI	2022-09-26	Florida(USA)	North-America	2	2_III	2III_D.1.1
OQ445892.1	US/DB335/2022	Santiago_2022	NCBI	2022-09-27	Florida(USA)	North-America	2	2_III	2III_D.1.1
OQ445893.1	US/DB336/2022	Santiago_2022	NCBI	2022-09-27	Florida(USA)	North-America	2	2_III	2III_D.1.1
OP811984.1	NIH-PAK-09/2022	Umair_2022	NCBI	2022-09-30	Pakistan	South-Asia	2	2_II	2II_F.1
OQ725731.1	LET-1114	Ciuoderis_2022	NCBI	2022-10-11	Colombia	Colombia	2	2_II	2II_F.1.2
OQ851880.1	RCDC-0030	Gyeltshen_2024	NCBI	2022-10-13	Bhutan	South-Asia	2	2_II	2II_F.1
OQ725732.1	LET-1120	Ciuoderis_2022	NCBI	2022-10-13	Colombia	Colombia	2	2_II	2II_F.1.2
OQ725733.1	LET-1125	Ciuoderis_2022	NCBI	2022-10-15	Colombia	Colombia	2	2_II	2II_F.1.2
OP941842.1	Fiocruz-ILMD-FVSRCP_AR2200011	Nascimento_2022	NCBI	2022-10-18	Brazil	South-America	2	2_II	2II_F.1.2
OQ725734.1	LET-1127	Ciuoderis_2022	NCBI	2022-10-19	Colombia	Colombia	2	2_II	2II_F.1.2
OQ726070.1	LET-1142	Ciuoderis_2022	NCBI	2022-10-27	Colombia	Colombia	2	2_II	2II_F.1.2
OQ726071.1	LET-1145	Ciuoderis_2022	NCBI	2022-10-28	Colombia	Colombia	2	2_II	2II_F.1.2
OQ726072.1	LET-1146	Ciuoderis_2022	NCBI	2022-10-28	Colombia	Colombia	2	2_II	2II_F.1.2
OQ726073.1	LET-1147	Ciuoderis_2022	NCBI	2022-10-28	Colombia	Colombia	2	2_II	2II_F.1.2
OQ726074.1	LET-1153	Ciuoderis_2022	NCBI	2022-11-04	Colombia	Colombia	2	2_II	2II_F.1.2
OQ726075.1	LET-1160	Ciuoderis_2022	NCBI	2022-11-04	Colombia	Colombia	2	2_II	2II_F.1.2
OR037352.1	DENV2/Colombia/LET1170/2022	Ciuoderis_2022	NCBI	2022-11-09	Colombia	Colombia	2	2_II	2II_F.1.2
OR037353.1	DENV2/Colombia/LET1172/2022	Ciuoderis_2022	NCBI	2022-11-10	Colombia	Colombia	2	2_II	2II_F.1.2
OR037357.1	DENV2/Colombia/LET1181/2022	Ciuoderis_2022	NCBI	2022-11-17	Colombia	Colombia	2	2_II	2II_F.1.2
OR037355.1	DENV2/Colombia/LET1193/2022	Ciuoderis_2022	NCBI	2022-11-21	Colombia	Colombia	2	2_II	2II_F.1.2
OR037358.1	DENV2/Colombia/LET1184/2022	Ciuoderis_2022	NCBI	2022-11-21	Colombia	Colombia	2	2_II	2II_F.1.2
OR037359.1	DENV2/Colombia/LET1191/2022	Ciuoderis_2022	NCBI	2022-11-22	Colombia	Colombia	2	2_II	2II_F.1.2
OR037354.1	DENV2/Colombia/LET1185/2022	Ciuoderis_2022	NCBI	2022-11-23	Colombia	Colombia	2	2_II	2II_F.1.2
OR037356.1	DENV2/Colombia/LET1198/2022	Ciuoderis_2022	NCBI	2022-11-25	Colombia	Colombia	2	2_II	2II_F.1.2
OR037360.1	DENV2/Colombia/LET1199/2022	Ciuoderis_2022	NCBI	2022-11-25	Colombia	Colombia	2	2_II	2II_F.1.2
OR037361.1	DENV2/Colombia/LET1202/2022	Ciuoderis_2022	NCBI	2022-11-26	Colombia	Colombia	2	2_II	2II_F.1.2
OR037362.1	DENV2/Colombia/LET1205/2022	Ciuoderis_2022	NCBI	2022-11-30	Colombia	Colombia	2	2_II	2II_F.1.2
OR037363.1	DENV2/Colombia/LET1206/2022	Ciuoderis_2022	NCBI	2022-11-30	Colombia	Colombia	2	2_II	2II_F.1.2
OR037364.1	DENV2/Colombia/LET1208/2022	Ciuoderis_2022	NCBI	2022-11-30	Colombia	Colombia	2	2_II	2II_F.1.2
OR037365.1	DENV2/Colombia/LET1209/2022	Ciuoderis_2022	NCBI	2022-11-30	Colombia	Colombia	2	2_II	2II_F.1.2
DENV2/Cuba/2022-11-30/Yale-DN01067	230005	FL-DPH	Yale	2022-11-30	Cuba	Caribbean	2	2_III	2III_D.1.1
PP709314.1	DENV-2/USA/FL-BPHL-0036/2022	FL-DPH	NCBI	2022-12-05	Mexico	North-America	2	2_III	2III_D.1.2
OQ725730.1	Mar-95	Ciuoderis_2022	NCBI	2022-12-09	Colombia	Colombia	2	2_II	2II_F.1.2
OR037366.1	DENV2/Colombia/LET1222/2022	Ciuoderis_2022	NCBI	2022-12-09	Colombia	Colombia	2	2_II	2II_F.1.2
OR037367.1	DENV2/Colombia/LET1225/2022	Ciuoderis_2022	NCBI	2022-12-13	Colombia	Colombia	2	2_II	2II_F.1.2
OR037368.1	DENV2/Colombia/LET1232/2022	Ciuoderis_2022	NCBI	2022-12-15	Colombia	Colombia	2	2_II	2II_F.1.2
OR037369.1	DENV2/Colombia/LET1235/2022	Ciuoderis_2022	NCBI	2022-12-17	Colombia	Colombia	2	2_II	2II_F.1.2
OR037370.1	DENV2/Colombia/LET1251/2023	Ciuoderis_2023	NCBI	2023-01-06	Colombia	Colombia	2	2_II	2II_F.1.2
OR616472.1	020|DR|DENV2|2023-01-07	Feliz_2024	NCBI	2023-01-07	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
OQ786047.1	NGS_733	Sacchi_2023	NCBI	2023-01-18	Brazil	South-America	2	2_II	2II_F.1.2
OR037371.1	DENV2/Colombia/LET1259/2023	Ciuoderis_2023	NCBI	2023-02-01	Colombia	Colombia	2	2_II	2II_F.1.2
OR037372.1	DENV2/Colombia/LET1260/2023	Ciuoderis_2023	NCBI	2023-02-01	Colombia	Colombia	2	2_II	2II_F.1.2
OR098849.1	LET-1262	Ciuoderis_2023	NCBI	2023-02-02	Colombia	Colombia	2	2_II	2II_F.1.2
OR037373.1	DENV2/Colombia/LET1266/2023	Ciuoderis_2023	NCBI	2023-02-03	Colombia	Colombia	2	2_II	2II_F.1.2
PP269920.1	DENV2/Viet_Nam/2023-02-06/Yale-DN02317	OUCRU	Yale	2023-02-06	Vietnam	Southeast-Asia	2	2_II	2II_F
OR037374.1	DENV2/Colombia/LET1268/2023	Ciuoderis_2023	NCBI	2023-02-07	Colombia	Colombia	2	2_II	2II_F.1.2
OR037375.1	DENV2/Colombia/LET1269/2023	Ciuoderis_2023	NCBI	2023-02-08	Colombia	Colombia	2	2_II	2II_F.1.2
OR037376.1	DENV2/Colombia/LET1270/2023	Ciuoderis_2023	NCBI	2023-02-08	Colombia	Colombia	2	2_II	2II_F.1.2
OR037377.1	DENV2/Colombia/LET1275/2023	Ciuoderis_2023	NCBI	2023-02-08	Colombia	Colombia	2	2_II	2II_F.1.2
OR037378.1	DENV2/Colombia/LET1282/2023	Ciuoderis_2023	NCBI	2023-02-09	Colombia	Colombia	2	2_II	2II_F.1.2
OR037379.1	DENV2/Colombia/LET1286/2023	Ciuoderis_2023	NCBI	2023-02-09	Colombia	Colombia	2	2_II	2II_F.1.2
OR037380.1	DENV2/Colombia/LET1287/2023	Ciuoderis_2023	NCBI	2023-02-10	Colombia	Colombia	2	2_II	2II_F.1.2
OR150721.1	2.37E+11	Ribeiro_2023	NCBI	2023-02-16	Brazil	South-America	2	2_II	2II_F.1.2
OR771116.1	DENV-2/USA/FL-BPHL-0047/2023	FL-DPH	NCBI	2023-03-04	Bolivia	South-America	2	2_II	2II_F.1.2
OR025673.1	NGS_788	Sacchi_2023	NCBI	2023-03-13	Brazil	South-America	2	2_III	2III_C.1.1
OR025675.1	NGS_790	Sacchi_2023	NCBI	2023-03-16	Brazil	South-America	2	2_II	2II_F.1.2
OR025676.1	NGS_795	Sacchi_2023	NCBI	2023-04-19	Brazil	South-America	2	2_II	2II_F.1.2
OR619404.1	CIMBIUR_207	Martinez_2023	NCBI	2023-05-01	Colombia	Colombia	2	2_II	2II_F.1.2
OR619405.1	CIMBIUR_237	Martinez_2023	NCBI	2023-05-03	Colombia	Colombia	2	2_II	2II_F.1.2
OR136164.1	23GZ08097	Su_2023	NCBI	2023-05-09	Indonesia	Southeast-Asia	2	2_II	2II_F
PP326753.1	66361	Klitting_2024	NCBI	2023-05-11	Martinique	Caribbean	2	2_II	2II_F.1
OR977064.1	DENV-2/USA/FL-BPHL-0169/2023	FL-DPH	NCBI	2023-05-14	Peru	South-America	2	2_II	2II_F.1.2
PP326757.1	66366	Klitting_2024	NCBI	2023-05-20	Guadeloupe	Caribbean	2	2_II	2II_F.1
OR616478.1	882|DR|DENV2|2023-05-24	Feliz_2024	NCBI	2023-05-24	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
PP326760.1	66475	Klitting_2024	NCBI	2023-06-06	Guadeloupe	Caribbean	2	2_II	2II_F.1
OR977065.1	DENV-2/USA/FL-BPHL-0170/2023	FL-DPH	NCBI	2023-06-07	Peru	South-America	2	2_II	2II_F.1.2
PP204093.1	2460_2023_DENV	Nagy_2024	NCBI	2023-06-08	UAE	Middle-East-NA	2	2_II	2II_F.1
PP326766.1	66594	Klitting_2024	NCBI	2023-06-13	Martinique	Caribbean	2	2_II	2II_F.1
PP326777.1	67008	Klitting_2024	NCBI	2023-07-03	Guadeloupe	Caribbean	2	2_II	2II_F.1
PP326779.1	67188	Klitting_2024	NCBI	2023-07-03	Martinique	Caribbean	2	2_II	2II_F.1
OR654281.1	DENV-2/USA/FL-BPHL-0034/2023	FL-DPH	NCBI	2023-07-05	Peru	South-America	2	2_II	2II_F.1.2
PP326783.1	67198	Klitting_2024	NCBI	2023-07-07	Martinique	Caribbean	2	2_II	2II_F.1
PP510620.1	17023/DENV2/FG/14-07-2023	Klitting_2024	NCBI	2023-07-14	French-Guiana	South-America	2	2_II	2II_F.1
Yale-DN02326_1.DENV2	D0033	CEIP	Yale	2023-07-14	Colombia	Colombia(Cali)	2	2_III	2III_D.2
OR616479.1	1447|DR|DENV2|2023-07-24	Feliz_2024	NCBI	2023-07-24	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
Yale-DN02338_1.DENV2	D0045	CEIP	Yale	2023-07-29	Colombia	Colombia(Cali)	2	2_III	2III_D.2
PP709297.1	DENV-2/USA/FL-BPHL-0208/2023	FL-DPH	NCBI	2023-08-01	Guatemala	Central-America	2	2_II	2II_F.1.2
PP563772.1	23GZ15580_D2_THA	Su_2024	NCBI	2023-08-03	Thailand	Southeast-Asia	2	2_II	2II_F.1
PP326822.1	71050	Klitting_2024	NCBI	2023-08-07	Martinique	Caribbean	2	2_II	2II_F.1
OR616455.1	2231|DR|DENV2|2023-08-18	Feliz_2024	NCBI	2023-08-18	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
Yale-DN02356_1.DENV2	D0063	CEIP	Yale	2023-08-18	Colombia	Colombia(Cali)	2	2_III	2III_D.2
PP510619.1	29053/DENV2/FG/27-08-2023	Klitting_2024	NCBI	2023-08-27	French-Guiana	South-America	2	2_II	2II_F.1
OR616465.1	2702|DR|DENV2|2023-08-28	Feliz_2024	NCBI	2023-08-28	Dominican-Republic	Caribbean	2	2_III	2III_C.1.2
PP326816.1	70694	Klitting_2024	NCBI	2023-08-29	Guadeloupe	Caribbean	2	2_II	2II_F.1
Yale-DN02366_1.DENV2	D0073	CEIP	Yale	2023-08-31	Colombia	Colombia(Cali)	2	2_III	2III_D.2
Yale-DN02370_1.DENV2	D0077	CEIP	Yale	2023-09-03	Colombia	Colombia(Cali)	2	2_II	2II_F.1.2
PP510624.1	07040/DENV2/FG/07-09-2023	Klitting_2024	NCBI	2023-09-07	French-Guiana	South-America	2	2_II	2II_F.1
Yale-DN02372_1.DENV2	D0080	CEIP	Yale	2023-09-08	Colombia	Colombia(Cali)	2	2_II	2II_F.1.2
PP309845.1	mi0006	Nasif_2024	NCBI	2023-09-09	Bangladesh	South-Asia	2	2_II	2II_F.1
OR771183.1	DENV-2/USA/FL-BPHL-0114/2023	FL-DPH	NCBI	2023-09-12	Florida(USA)	North-America	2	2_II	2II_F.1.2
OR821939.1	DENV-2/USA/FL-BPHL-0141/2023	FL-DPH	NCBI	2023-09-14	India	South-Asia	2	2_II	2II_F.1
PP326811.1	69947	Klitting_2024	NCBI	2023-09-18	Guadeloupe	Caribbean	2	2_II	2II_F.1
PP510621.1	22030/DENV2/GLP/21-09-2023	Klitting_2024	NCBI	2023-09-21	French-Guiana	South-America	2	2_II	2II_F.1
OR771189.1	DENV-2/USA/FL-BPHL-0120/2023	FL-DPH	NCBI	2023-09-26	Florida(USA)	North-America	2	2_II	2II_F.1
OR771188.1	DENV-2/USA/FL-BPHL-0119/2023	FL-DPH	NCBI	2023-09-26	Florida(USA)	North-America	2	2_II	2II_F.1.2
OR771193.1	DENV-2/USA/FL-BPHL-0124/2023	FL-DPH	NCBI	2023-09-30	Florida(USA)	North-America	2	2_II	2II_F.1
PP510617.1	04043/DENV2/FG/02-10-2023	Klitting_2024	NCBI	2023-10-02	French-Guiana	South-America	2	2_II	2II_F.1
PP326819.1	71023	Klitting_2024	NCBI	2023-10-05	Saint-Barthelemy	Caribbean	2	2_II	2II_F.1
PP326821.1	71027	Klitting_2024	NCBI	2023-10-05	Saint-Barthelemy	Caribbean	2	2_II	2II_F.1
PP326820.1	71024	Klitting_2024	NCBI	2023-10-06	Saint-Barthelemy	Caribbean	2	2_II	2II_F.1
PP564608.1	23GZ20066_D2_A	Su_2024	NCBI	2023-10-08	China	East-Asia	2	2_II	2II_A.2.2
Yale-DN02409_1.DENV2	D0123	CEIP	Yale	2023-10-13	Colombia	Colombia(Cali)	2	2_III	2III_D.2
OR977071.1	DENV-2/USA/FL-BPHL-0176/2023	FL-DPH	NCBI	2023-10-15	Jamaica	Caribbean	2	2_II	2II_F.1
Yale-DN02410.DENV2	D0125	CEIP	Yale	2023-10-19	Colombia	Colombia(Cali)	2	2_III	2III_D.2
OR977080.1	DENV-2/USA/FL-BPHL-0185/2023	FL-DPH	NCBI	2023-10-20	Florida(USA)	North-America	2	2_II	2II_F.1
Yale-DN02413_1.DENV2	D0128	CEIP	Yale	2023-10-23	Colombia	Colombia(Cali)	2	2_III	2III_D.2
Yale-DN02417_1.DENV2	D0133	CEIP	Yale	2023-10-24	Colombia	Colombia(Cali)	2	2_III	2III_D.2
Yale-DN02428_1.DENV2	D0147	CEIP	Yale	2023-11-12	Colombia	Colombia(Cali)	2	2_II	2II_F.1.2
Yale-DN02431_1.DENV2	D0151	CEIP	Yale	2023-11-16	Colombia	Colombia(Cali)	2	2_III	2III_D.2
Yale-DN02432_1.DENV2	D0154	CEIP	Yale	2023-11-17	Colombia	Colombia(Cali)	2	2_II	2II_F.1.2
Yale-DN02434_1.DENV2	D0156	CEIP	Yale	2023-11-20	Colombia	Colombia(Cali)	2	2_II	2II_F.1.2
PP692449.1	DENV-2/USA/FL-BPHL-0233/2023	FL-DPH	NCBI	2023-11-25	Saint-Barthelemy	Caribbean	2	2_II	2II_F.1
Yale-DN02444_1.DENV2	D0167	CEIP	Yale	2023-11-25	Colombia	Colombia(Cali)	2	2_III	2III_D.2
PP692456.1	DENV-2/USA/FL-BPHL-0240/2023	FL-DPH	NCBI	2023-11-28	Cuba	Caribbean	2	2_II	2II_F.1
PP335480.1	72533	Klitting_2024	NCBI	2023-12-14	Saint-Martin	Caribbean	2	2_II	2II_F.1
